@relation FuncionCuadratica

@attribute controlVar0 numeric
@attribute controlVar1 numeric
@attribute varObjetivo numeric

@data
-0.749727,-0.3,-0.833496
-0.747282,-0.2,-0.858998
-0.746641,-0.1,-0.775783
-0.742727,0,-0.742094
-0.74041,0.1,-0.687418
-0.740513,0.2,-0.625028
-0.740984,0.3,-0.53025
-0.734851,0.4,-0.591943
-0.73359,0.5,-0.517168
-0.73177,0.6,-0.505179
-0.727392,0.7,-0.46956
-0.721046,0.8,-0.401551
-0.714635,0.9,0
-0.704162,-1,-0.918527
-0.75707,-0.9,-0.999075
-0.750032,-0.8,-0.942671
-0.749168,-0.7,-0.92607
-0.746765,-0.6,-0.9806
-0.738832,-0.5,-0.935629
-0.739566,-0.4,-0.846324
-0.736608,-0.3,-0.896121
-0.735833,-0.2,-0.800279
-0.732699,-0.1,-0.803681
-0.730479,0,-0.731008
-0.729631,0.1,-0.639865
-0.725456,0.2,-0.668496
-0.726864,0.3,-0.621502
-0.724746,0.4,-0.432142
-0.727613,0.5,-0.561182
-0.718922,0.6,-0.498515
-0.716437,0.7,0
-0.712574,0.8,-0.413363
-0.70113,0.9,0
-0.691427,-1,-0.952306
-0.746607,-0.9,-0.999118
-0.741149,-0.8,-0.998592
-0.733765,-0.7,-0.936758
-0.734823,-0.6,-0.933348
-0.733282,-0.5,-0.88672
-0.729745,-0.4,-0.851997
-0.724811,-0.3,-0.819914
-0.723491,-0.2,-0.829665
-0.719565,-0.1,-0.782506
-0.717691,0,-0.719731
-0.717334,0.1,-0.68384
-0.716112,0.2,-0.592807
-0.712864,0.3,-0.595453
-0.711526,0.4,-0.541342
-0.707064,0.5,-0.43959
-0.708658,0.6,-0.53302
-0.703259,0.7,-0.416521
-0.698736,0.8,-0.380411
-0.694135,0.9,-0.405426
-0.670832,-1,-0.965084
-0.737869,-0.9,-0.970615
-0.727842,-0.8,-0.902988
-0.726935,-0.7,-0.915407
-0.72057,-0.6,-0.891792
-0.717417,-0.5,-0.994732
-0.712734,-0.4,-0.870941
-0.713004,-0.3,-0.807249
-0.709526,-0.2,-0.821708
-0.707197,-0.1,-0.741842
-0.705243,0,-0.704089
-0.705094,0.1,-0.671175
-0.703704,0.2,-0.64484
-0.702479,0.3,-0.613523
-0.69903,0.4,-0.480232
-0.695708,0.5,-0.501121
-0.687729,0.6,-0.378462
-0.69234,0.7,0
-0.687801,0.8,0
-0.681993,0.9,0
-0.665278,-1,-0.992546
-0.72994,-0.9,-0.99294
-0.719232,-0.8,-0.98828
-0.715154,-0.7,-0.872317
-0.709079,-0.6,-0.878539
-0.709622,-0.5,-0.855552
-0.704108,-0.4,-0.910862
-0.697829,-0.3,-0.844567
-0.696794,-0.2,-0.755084
-0.696018,-0.1,-0.730498
-0.692642,0,-0.691853
-0.691624,0.1,-0.656752
-0.688276,0.2,-0.59588
-0.689799,0.3,-0.46556
-0.685643,0.4,-0.432729
-0.685193,0.5,-0.504616
-0.680964,0.6,-0.480662
-0.67258,0.7,0
-0.676677,0.8,0
-0.672238,0.9,0
-0.651431,-1,-0.998601
-0.718331,-0.9,-0.99138
-0.715979,-0.8,-0.978119
-0.699923,-0.7,-0.874429
-0.698241,-0.6,-0.849283
-0.693119,-0.5,-0.839032
-0.690318,-0.4,-0.815611
-0.686781,-0.3,-0.882747
-0.687993,-0.2,-0.75766
-0.683957,-0.1,-0.72054
-0.683485,0,-0.682108
-0.680476,0.1,-0.638256
-0.676727,0.2,-0.605238
-0.676389,0.3,-0.514625
-0.672943,0.4,-0.5439
-0.672384,0.5,-0.343436
-0.665861,0.6,-0.461393
-0.665071,0.7,-0.388757
-0.660741,0.8,0
-0.658124,0.9,0
-0.638368,-1,-0.885968
-0.699772,-0.9,-0.985947
-0.698994,-0.8,-0.979889
-0.694721,-0.7,-0.953509
-0.683204,-0.6,-0.842556
-0.680657,-0.5,-0.938263
-0.674932,-0.4,-0.807472
-0.673091,-0.3,-0.774706
-0.671966,-0.2,-0.842413
-0.670882,-0.1,-0.711707
-0.668495,0,-0.6702
-0.664686,0.1,-0.619358
-0.664724,0.2,-0.594154
-0.662988,0.3,-0.547252
-0.655992,0.4,-0.405272
-0.658107,0.5,-0.440818
-0.656225,0.6,0
-0.651675,0.7,0
-0.646224,0.8,0
-0.644239,0.9,0
-0.626756,-1,-0.894513
-0.686198,-0.9,-0.997531
-0.689244,-0.8,-0.972183
-0.678533,-0.7,-0.981209
-0.667027,-0.6,-0.83904
-0.66882,-0.5,-0.823361
-0.667797,-0.4,-0.863014
-0.663876,-0.3,-0.764543
-0.655439,-0.2,-0.727083
-0.656255,-0.1,-0.743512
-0.655499,0,-0.653512
-0.653536,0.1,-0.588722
-0.654133,0.2,-0.57389
-0.65135,0.3,-0.523321
-0.652181,0.4,0
-0.647211,0.5,-0.317999
-0.642487,0.6,0
-0.640907,0.7,-0.385981
-0.635339,0.8,0
-0.629505,0.9,0
-0.614075,-1,-0.889656
-0.67578,-0.9,-0.993922
-0.669144,-0.8,-0.915613
-0.666499,-0.7,-0.882581
-0.661057,-0.6,-0.949283
-0.654777,-0.5,-0.810252
-0.653031,-0.4,-0.77036
-0.65008,-0.3,-0.837566
-0.64905,-0.2,-0.723251
-0.64651,-0.1,-0.702882
-0.639857,0,-0.641349
-0.640881,0.1,-0.609824
-0.639028,0.2,-0.513851
-0.63728,0.3,-0.5194
-0.632975,0.4,-0.477679
-0.630849,0.5,0
-0.629621,0.6,0
-0.626192,0.7,-0.368846
-0.624564,0.8,0
-0.620577,0.9,0
-0.598769,-1,-0.996802
-0.663576,-0.9,-0.906598
-0.655739,-0.8,-0.889662
-0.652579,-0.7,-0.872869
-0.647427,-0.6,-0.842486
-0.640436,-0.5,-0.808059
-0.64255,-0.4,-0.815378
-0.635904,-0.3,-0.742007
-0.634671,-0.2,-0.724652
-0.631215,-0.1,-0.660887
-0.629118,0,-0.630637
-0.627819,0.1,-0.544415
-0.624261,0.2,-0.550985
-0.624894,0.3,-0.52177
-0.624781,0.4,-0.466814
-0.618668,0.5,0
-0.616196,0.6,-0.373967
-0.611481,0.7,0
-0.607484,0.8,0
-0.604989,0.9,0
-0.582255,-1,-0.967282
-0.650772,-0.9,-0.906328
-0.648491,-0.8,-0.926751
-0.632155,-0.7,-0.94169
-0.632157,-0.6,-0.967017
-0.627314,-0.5,-0.809958
-0.623505,-0.4,-0.764068
-0.626889,-0.3,-0.77364
-0.614508,-0.2,-0.677712
-0.616741,-0.1,-0.674477
-0.617054,0,-0.61683
-0.613128,0.1,-0.524824
-0.612565,0.2,-0.474344
-0.611203,0.3,-0.507392
-0.606756,0.4,-0.366204
-0.604144,0.5,-0.392038
-0.601397,0.6,0
-0.598319,0.7,0
-0.599937,0.8,0
-0.5928,0.9,0
-0.576125,-1,-0.98913
-0.633495,-0.9,-0.890597
-0.628061,-0.8,-0.977683
-0.619914,-0.7,-0.843973
-0.617824,-0.6,-0.812575
-0.614837,-0.5,-0.7885
-0.61056,-0.4,-0.753016
-0.609165,-0.3,-0.725569
-0.607114,-0.2,-0.703912
-0.603945,-0.1,-0.638042
-0.599796,0,-0.602814
-0.598406,0.1,-0.557756
-0.597959,0.2,-0.416605
-0.596616,0.3,-0.415978
-0.593249,0.4,0
-0.59075,0.5,-0.378354
-0.587328,0.6,0
-0.590915,0.7,0
-0.585419,0.8,0
-0.575591,0.9,0
-0.559948,-1,-0.88047
-0.621296,-0.9,-0.896929
-0.614123,-0.8,-0.829139
-0.609877,-0.7,-0.986496
-0.605236,-0.6,-0.831292
-0.601615,-0.5,-0.803991
-0.599461,-0.4,-0.745186
-0.594829,-0.3,-0.708053
-0.59312,-0.2,-0.669845
-0.589599,-0.1,-0.642072
-0.587083,0,-0.586156
-0.58596,0.1,-0.548395
-0.583291,0.2,-0.503823
-0.581849,0.3,-0.395
-0.579911,0.4,-0.325889
-0.578121,0.5,-0.387378
-0.575619,0.6,0
-0.572457,0.7,0
-0.567959,0.8,0
-0.565845,0.9,0
-0.540297,-1,-0.958344
-0.602078,-0.9,-0.845331
-0.601965,-0.8,-0.963808
-0.59428,-0.7,-0.828755
-0.590836,-0.6,-0.916986
-0.590179,-0.5,-0.768254
-0.585822,-0.4,-0.930124
-0.580403,-0.3,-0.687237
-0.576396,-0.2,-0.65514
-0.576732,-0.1,-0.655551
-0.573704,0,-0.577317
-0.572904,0.1,-0.539831
-0.570218,0.2,-0.413282
-0.568015,0.3,0
-0.566144,0.4,0
-0.56737,0.5,-0.370153
-0.563037,0.6,0
-0.558022,0.7,0
-0.55887,0.8,0
-0.55891,0.9,0
-0.537482,-1,-0.974689
-0.591075,-0.9,-0.87781
-0.589749,-0.8,-0.841764
-0.58042,-0.7,-0.781964
-0.575424,-0.6,-0.769923
-0.570411,-0.5,-0.875139
-0.563855,-0.4,-0.711394
-0.56478,-0.3,-0.684342
-0.562926,-0.2,-0.678809
-0.56181,-0.1,-0.600657
-0.557256,0,-0.561717
-0.557421,0.1,-0.518134
-0.55366,0.2,-0.381063
-0.553152,0.3,-0.425123
-0.552607,0.4,0
-0.551961,0.5,0
-0.551088,0.6,0
-0.545222,0.7,0
-0.539065,0.8,0
-0.540637,0.9,0
-0.5198,-1,-0.864751
-0.580451,-0.9,-0.987933
-0.566984,-0.8,-0.932822
-0.563608,-0.7,-0.776591
-0.563853,-0.6,-0.914407
-0.556153,-0.5,-0.737097
-0.552881,-0.4,-0.845065
-0.544326,-0.3,-0.671851
-0.551692,-0.2,-0.732601
-0.5471,-0.1,-0.603162
-0.543916,0,-0.544754
-0.544033,0.1,-0.455135
-0.54178,0.2,-0.459992
-0.542437,0.3,-0.340915
-0.538759,0.4,-0.363367
-0.535145,0.5,0
-0.538648,0.6,0
-0.53882,0.7,0
-0.527761,0.8,0
-0.522285,0.9,0
-0.499757,-1,-0.83031
-0.565669,-0.9,-0.980498
-0.554159,-0.8,-0.911574
-0.546635,-0.7,-0.776991
-0.544716,-0.6,-0.7563
-0.541647,-0.5,-0.728638
-0.538234,-0.4,-0.703305
-0.533037,-0.3,-0.68016
-0.532173,-0.2,-0.688825
-0.533058,-0.1,-0.597392
-0.528521,0,-0.528382
-0.529086,0.1,-0.494
-0.527101,0.2,-0.4212
-0.526308,0.3,0
-0.527185,0.4,0
-0.52366,0.5,0
-0.522486,0.6,0
-0.528344,0.7,0
-0.514454,0.8,0
-0.504968,0.9,0
-0.48538,-1,-0.823881
-0.549466,-0.9,-0.97455
-0.540489,-0.8,-0.95107
-0.538615,-0.7,-0.830112
-0.527713,-0.6,-0.704805
-0.527057,-0.5,-0.719383
-0.52544,-0.4,-0.682193
-0.520432,-0.3,-0.642229
-0.520324,-0.2,-0.618995
-0.516006,-0.1,-0.587618
-0.515472,0,-0.514616
-0.513632,0.1,-0.467118
-0.511179,0.2,-0.44158
-0.511691,0.3,0
-0.509283,0.4,0
-0.507065,0.5,0
-0.504873,0.6,0
-0.5011,0.7,0
-0.498798,0.8,0
-0.49057,0.9,0
-0.475931,-1,-0.945854
-0.526215,-0.9,-0.820243
-0.530693,-0.8,-0.95443
-0.521723,-0.7,-0.870835
-0.515144,-0.6,-0.725511
-0.513022,-0.5,-0.708483
-0.505805,-0.4,-0.65934
-0.506529,-0.3,-0.62583
-0.4977,-0.2,-0.604995
-0.503262,-0.1,-0.592832
-0.496367,0,-0.495083
-0.49914,0.1,-0.452348
-0.495874,0.2,0
-0.498383,0.3,-0.38144
-0.496166,0.4,0
-0.490438,0.5,0
-0.488641,0.6,0
-0.490709,0.7,0
-0.494138,0.8,0
-0.481415,0.9,0
-0.457984,-1,-0.90268
-0.521543,-0.9,-0.818004
-0.507171,-0.8,-0.793226
-0.507439,-0.7,-0.923905
-0.493752,-0.6,-0.817593
-0.496147,-0.5,-0.653929
-0.497843,-0.4,-0.783839
-0.486293,-0.3,-0.61632
-0.484067,-0.2,-0.675235
-0.488168,-0.1,-0.536624
-0.48632,0,-0.491088
-0.484743,0.1,-0.43667
-0.481172,0.2,-0.402551
-0.479834,0.3,0
-0.485815,0.4,0
-0.478224,0.5,0
-0.477454,0.6,0
-0.470362,0.7,0
-0.465333,0.8,0
-0.472486,0.9,0
-0.441371,-1,-0.901522
-0.50308,-0.9,-0.82129
-0.496009,-0.8,-0.767492
-0.488201,-0.7,-0.744158
-0.4785,-0.6,-0.829358
-0.479596,-0.5,-0.765507
-0.478033,-0.4,-0.630276
-0.478679,-0.3,-0.583764
-0.472761,-0.2,-0.549294
-0.469634,-0.1,-0.554276
-0.469358,0,-0.470078
-0.466998,0.1,-0.423077
-0.46827,0.2,-0.358013
-0.468796,0.3,0
-0.462216,0.4,0
-0.471056,0.5,0
-0.457937,0.6,0
-0.455778,0.7,0
-0.453963,0.8,0
-0.439922,0.9,0
-0.411969,-1,-0.882585
-0.48899,-0.9,-0.757706
-0.479524,-0.8,-0.765491
-0.476231,-0.7,-0.741339
-0.47055,-0.6,-0.676657
-0.468812,-0.5,-0.663699
-0.459372,-0.4,-0.721594
-0.455915,-0.3,-0.607907
-0.459359,-0.2,-0.534377
-0.458288,-0.1,-0.506023
-0.455001,0,-0.454735
-0.450514,0.1,-0.366537
-0.450761,0.2,-0.371622
-0.452206,0.3,0
-0.449933,0.4,0
-0.44844,0.5,0
-0.447078,0.6,0
-0.432562,0.7,0
-0.428958,0.8,0
-0.428433,0.9,0
-0.406877,-1,-0.747562
-0.47308,-0.9,-0.90627
-0.469799,-0.8,-0.977599
-0.46739,-0.7,-0.745997
-0.455609,-0.6,-0.849005
-0.450119,-0.5,-0.659183
-0.447307,-0.4,-0.700467
-0.442535,-0.3,-0.688166
-0.437557,-0.2,-0.541279
-0.441427,-0.1,-0.488464
-0.439505,0,-0.439829
-0.438638,0.1,-0.397028
-0.433049,0.2,0
-0.441254,0.3,0
-0.433628,0.4,0
-0.430041,0.5,0
-0.422349,0.6,0
-0.423415,0.7,0
-0.415468,0.8,0
-0.413174,0.9,0
0,-1,-0.896312
-0.45732,-0.9,-0.792135
-0.455879,-0.8,-0.747326
-0.456579,-0.7,-0.83877
-0.43889,-0.6,-0.788393
-0.432782,-0.5,-0.625813
-0.437629,-0.4,-0.697936
-0.428674,-0.3,-0.542475
-0.42733,-0.2,-0.513755
-0.421745,-0.1,-0.543404
-0.424181,0,-0.427421
-0.421727,0.1,-0.386259
-0.418781,0.2,0
-0.419227,0.3,0
-0.413899,0.4,0
-0.416398,0.5,0
-0.407703,0.6,0
-0.406642,0.7,0
0,0.8,0
0,0.9,0.636016
0,-1,-0.721583
-0.447236,-0.9,-0.951127
-0.441906,-0.8,-0.745457
-0.438052,-0.7,-0.787385
-0.427914,-0.6,-0.82919
-0.425291,-0.5,-0.635066
-0.419977,-0.4,-0.669413
-0.4147,-0.3,-0.550772
-0.408279,-0.2,-0.515752
-0.409022,-0.1,-0.447046
-0.411264,0,-0.411496
-0.408215,0.1,-0.369942
-0.406057,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.946386
-0.429197,-0.9,-0.752507
-0.423805,-0.8,-0.675456
-0.415639,-0.7,-0.642263
-0.411686,-0.6,-0.866016
-0.405622,-0.5,-0.640189
0,-0.4,-0.636527
0,-0.3,-0.502008
0,-0.2,-0.495128
0,-0.1,-0.431018
0,0,-0.39306
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.70586
-0.417067,-0.9,-0.745116
-0.404937,-0.8,-0.716973
0,-0.7,-0.85178
0,-0.6,-0.603879
0,-0.5,-0.619702
0,-0.4,-0.528815
0,-0.3,-0.523641
0,-0.2,-0.47163
0,-0.1,-0.441189
0,0,-0.37962
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.814853
-0.403971,-0.9,-0.724185
0,-0.8,-0.717557
0,-0.7,-0.658195
0,-0.6,-0.627815
0,-0.5,-0.784528
0,-0.4,-0.538925
0,-0.3,-0.602941
0,-0.2,-0.508545
0,-0.1,-0.410923
0,0,-0.367141
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.684118
0,-0.9,-0.729521
0,-0.8,-0.824917
0,-0.7,-0.616583
0,-0.6,-0.617374
0,-0.5,-0.59058
0,-0.4,-0.534084
0,-0.3,-0.597618
0,-0.2,-0.434817
0,-0.1,-0.42056
0,0,-0.349436
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0.436578
0,0.9,0
0,-1,-0.63849
0,-0.9,-0.729127
0,-0.8,-0.648466
0,-0.7,-0.642247
0,-0.6,-0.87461
0,-0.5,-0.562122
0,-0.4,-0.524295
0,-0.3,-0.522304
0,-0.2,-0.408836
0,-0.1,-0.47611
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.773525
0,-0.9,-0.662433
0,-0.8,-0.653356
0,-0.7,-0.568171
0,-0.6,-0.550978
0,-0.5,-0.750468
0,-0.4,-0.585649
0,-0.3,-0.434284
0,-0.2,-0.398039
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.717565
0,-0.9,-0.633364
0,-0.8,-0.868223
0,-0.7,-0.617122
0,-0.6,-0.682332
0,-0.5,-0.542699
0,-0.4,-0.487322
0,-0.3,-0.631362
0,-0.2,-0.397025
0,-0.1,-0.373054
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0.46559
0,-1,-0.806167
0,-0.9,-0.798204
0,-0.8,-0.764049
0,-0.7,-0.554788
0,-0.6,-0.688611
0,-0.5,-0.506488
0,-0.4,-0.660335
0,-0.3,-0.541102
0,-0.2,-0.377452
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0.396836
0,-1,-0.57147
0,-0.9,-0.859753
0,-0.8,-0.610672
0,-0.7,-0.790249
0,-0.6,-0.550374
0,-0.5,-0.493556
0,-0.4,-0.633336
0,-0.3,-0.471294
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.777026
0,-0.9,-0.625094
0,-0.8,-0.605949
0,-0.7,-0.818747
0,-0.6,-0.536037
0,-0.5,-0.607503
0,-0.4,-0.446882
0,-0.3,-0.395103
0,-0.2,-0.479278
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.601153
0,-0.9,-0.796578
0,-0.8,-0.626216
0,-0.7,-0.706009
0,-0.6,-0.593883
0,-0.5,-0.441493
0,-0.4,-0.41476
0,-0.3,0
0,-0.2,-0.399518
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0.411728
0,0.8,0
0,0.9,0.550553
0,-1,-0.586859
0,-0.9,-0.984245
0,-0.8,-0.576999
0,-0.7,-0.535668
0,-0.6,-0.699999
0,-0.5,-0.431285
0,-0.4,-0.397719
0,-0.3,-0.464622
0,-0.2,-0.416532
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.657057
0,-0.9,-0.810074
0,-0.8,-0.855261
0,-0.7,-0.550542
0,-0.6,-0.437422
0,-0.5,-0.498576
0,-0.4,-0.415826
0,-0.3,-0.440269
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0.458511
0,0.9,0
0,-1,-0.548298
0,-0.9,-0.740661
0,-0.8,-0.728976
0,-0.7,-0.560296
0,-0.6,-0.454151
0,-0.5,-0.436932
0,-0.4,-0.46126
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.816511
0,-0.9,-0.852508
0,-0.8,-0.525456
0,-0.7,-0.487534
0,-0.6,-0.589638
0,-0.5,0
0,-0.4,-0.624959
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0.383248
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.531207
0,-0.9,-0.563646
0,-0.8,-0.858047
0,-0.7,-0.539273
0,-0.6,-0.401778
0,-0.5,-0.467547
0,-0.4,0
0,-0.3,-0.430807
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0
0,-1,-0.536421
0,-0.9,-0.541037
0,-0.8,-0.748122
0,-0.7,-0.476898
0,-0.6,-0.464644
0,-0.5,-0.512071
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0.589618
0,-1,-0.672173
0,-0.9,-0.50936
0,-0.8,-0.507217
0,-0.7,-0.447461
0,-0.6,-0.593041
0,-0.5,0
0,-0.4,-0.423712
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0.56114
0,0.9,0
0,-1,-0.835328
0,-0.9,-0.662043
0,-0.8,-0.446855
0,-0.7,-0.439914
0,-0.6,-0.451018
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0.385629
0,0.8,0
0,0.9,0
0,-1,-0.414009
0,-0.9,-0.435763
0,-0.8,-0.47485
0,-0.7,-0.705674
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0.395475
0,0.6,0
0,0.7,0.622208
0,0.8,0.506303
0,0.9,0
0,-1,-0.667009
0,-0.9,-0.484402
0,-0.8,-0.444489
0,-0.7,-0.644647
0,-0.6,-0.500749
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0.55389
0,0.8,0.70037
0,0.9,0.91298
0,-1,-0.487341
0,-0.9,-0.744471
0,-0.8,-0.424072
0,-0.7,-0.634088
0,-0.6,-0.596631
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.9,0.862754
0,-1,-0.413418
0,-0.9,-0.681629
0,-0.8,-0.422827
0,-0.7,0
0,-0.6,-0.698128
0,-0.5,-0.379268
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0.438599
0,0.6,0
0,0.7,0.47669
0,0.8,0
0,0.9,0.783694
0,-1,-0.775835
0,-0.9,-0.455622
0,-0.8,-0.66389
0,-0.7,-0.515532
0,-0.6,0
0,-0.5,-0.455184
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0.450413
0,0.6,0
0,0.7,0
0,0.8,0.394772
0,0.9,0.424224
0,-1,-0.458871
0,-0.9,-0.689487
0,-0.8,-0.456397
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0
0,0.6,0
0,0.7,0.643218
0,0.8,0.405163
0,0.9,0.454728
0,-1,-0.601689
0,-0.9,-0.767209
0,-0.8,-0.724044
0,-0.7,0
0,-0.6,-0.504904
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0.419839
0,0.6,0
0,0.7,0.612481
0,0.8,0.697193
0,0.9,0.449454
0,-1,-0.411855
0,-0.9,-0.414639
0,-0.8,-0.533129
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0
0,0.5,0.462222
0,0.6,0.503389
0,0.7,0.398984
0,0.8,0.668626
0,0.9,0.473737
0,-1,-0.764348
0,-0.9,0
0,-0.8,-0.495203
0,-0.7,-0.631139
0,-0.6,0
0,-0.5,-0.429166
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0.422814
0,0.5,0
0,0.6,0.573344
0,0.7,0.564772
0,0.8,0.44282
0,0.9,0.439737
0,-1,0
0,-0.9,0
0,-0.8,-0.419926
0,-0.7,0
0,-0.6,-0.38647
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0.397551
0,0.5,0
0,0.6,0.537126
0,0.7,0.417135
0,0.8,0.722071
0,0.9,0.533861
0,-1,-0.535653
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0.41407
0,0.4,0
0,0.5,0.535343
0,0.6,0.56566
0,0.7,0.435158
0,0.8,0.726115
0,0.9,0.701944
0,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0.462327
0,0.5,0
0,0.6,0.633128
0,0.7,0.453659
0,0.8,0.491819
0,0.9,0.53331
0,-1,-0.622844
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0.411989
0,0.4,0.583096
0,0.5,0.393918
0,0.6,0.630629
0,0.7,0.48745
0,0.8,0.554064
0,0.9,0.822808
0,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,-0.421466
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
