@relation FuncionCuadratica

@attribute controlVar0 numeric
@attribute controlVar1 numeric
@attribute controlVar2 numeric
@attribute controlVar3 numeric
@attribute varObjetivo numeric

@data
2,-0.771727,0,0,-0.770592
2,-0.762712,0,0.2,-0.644691
2,-0.760025,0,0.4,-0.598555
2,-0.758848,0,0.6,-0.540133
2,-0.750761,0,0.8,-0.473249
2,-0.746411,0,1,-0.430418
2,-0.733275,0.2,-1,-0.965511
2,-0.92848,0.2,-0.8,-0.860142
2,-0.840698,0.2,-0.6,-0.990762
2,-0.800771,0.2,-0.4,-0.913894
2,-0.785753,0.2,-0.2,-0.849466
2,-0.776578,0.2,0,-0.778349
2,-0.76567,0.2,0.2,-0.701881
2,-0.757426,0.2,0.4,-0.625679
2,-0.748164,0.2,0.6,-0.540895
2,-0.577804,0.2,0.8,0.524273
2,-0.639697,0.2,1,0
2,-0.667219,0.4,-1,-0.978824
2,-0.867662,0.4,-0.8,-0.997544
2,-0.836125,0.4,-0.6,-0.962535
2,-0.805816,0.4,-0.4,-0.984569
2,-0.798864,0.4,-0.2,-0.944809
2,-0.810561,0.4,0,-0.816827
2,-0.766443,0.4,0.2,-0.673833
2,-0.749957,0.4,0.4,-0.577255
2,-0.732826,0.4,0.6,-0.476442
2,-0.720972,0.4,0.8,-0.368449
2,-0.684198,0.4,1,0
2,-0.658097,0.6,-1,-0.940575
2,-0.873528,0.6,-0.8,0
2,-0.99021,0.6,-0.6,0
2,-0.893461,0.6,-0.4,-0.9989
2,-0.83219,0.6,-0.2,-0.909674
2,-0.792183,0.6,0,-0.797156
2,-0.766371,0.6,0.2,-0.698902
2,-0.749423,0.6,0.4,-0.590351
2,-0.724221,0.6,0.6,0
2,0,0.6,0.8,0.998591
2,0,0.6,1,0.796774
2,0,0.8,-1,-0.984946
2,-0.96517,0.8,-0.8,-0.920291
2,-0.885412,0.8,-0.6,0
2,-0.927567,0.8,-0.4,0
2,-0.855618,0.8,-0.2,-0.942972
2,-0.802041,0.8,0,-0.811157
2,-0.765528,0.8,0.2,-0.677259
2,-0.74382,0.8,0.4,-0.556404
2,-0.71233,0.8,0.6,-0.429452
2,-0.689466,0.8,0.8,0
2,-0.598884,0.8,1,0.99906
2,0,1,-1,-0.900209
2,-0.993312,1,-0.8,-0.743459
2,-0.915837,1,-0.6,-0.995345
2,-0.868726,1,-0.4,-0.97682
2,-0.821174,1,-0.2,-0.889967
2,-0.787969,1,0,-0.788839
2,-0.763979,1,0.2,-0.392868
2,-0.658674,1,0.4,-0.200678
2,-0.627365,1,0.6,0
2,-0.639536,1,0.8,0
2,-0.606287,1,1,0
2,-0.421807,0,-1,-0.735676
2,-0.673608,0,-0.8,-0.984374
2,-0.661647,0,-0.6,-0.930341
2,-0.653472,0,-0.4,-0.888943
2,-0.649673,0,-0.2,-0.737629
2,-0.642676,0,0,-0.642743
2,-0.639549,0,0.2,-0.573703
2,-0.637556,0,0.4,-0.476444
2,-0.632751,0,0.6,-0.383971
2,-0.626922,0,0.8,0
2,-0.619673,0,1,0
2,-0.604529,0.2,-1,-0.887929
2,-0.813921,0.2,-0.8,-0.985123
2,-0.720985,0.2,-0.6,-0.927388
2,-0.683974,0.2,-0.4,-0.825189
2,-0.661213,0.2,-0.2,-0.730738
2,-0.652592,0.2,0,-0.655516
2,-0.64206,0.2,0.2,-0.570082
2,-0.629684,0.2,0.4,-0.424389
2,-0.551278,0.2,0.6,0
2,-0.563274,0.2,0.8,0
2,-0.561419,0.2,1,0
2,-0.563654,0.4,-1,-0.872376
2,-0.738828,0.4,-0.8,-0.937567
2,-0.7155,0.4,-0.6,-0.980173
2,-0.692789,0.4,-0.4,-0.81454
2,-0.674746,0.4,-0.2,-0.884302
2,-0.697855,0.4,0,-0.708329
2,-0.640787,0.4,0.2,-0.46929
2,-0.608957,0.4,0.4,-0.323975
2,-0.583322,0.4,0.6,0
2,-0.567118,0.4,0.8,0
2,-0.562053,0.4,1,0
2,0,0.6,-1,-0.986663
2,-0.897712,0.6,-0.8,-0.965888
2,-0.77487,0.6,-0.6,-0.960049
2,-0.719692,0.6,-0.4,-0.893452
2,-0.698064,0.6,-0.2,-0.785138
2,-0.665852,0.6,0,-0.670902
2,-0.642603,0.6,0.2,-0.569458
2,-0.619941,0.6,0.4,0
2,-0.481819,0.6,0.6,0
2,-0.487155,0.6,0.8,0
2,-0.501943,0.6,1,0
2,-0.475692,0.8,-1,-0.826872
2,-0.806496,0.8,-0.8,-0.984456
2,-0.749137,0.8,-0.6,-0.928513
2,-0.723506,0.8,-0.4,-0.890733
2,-0.704596,0.8,-0.2,-0.788392
2,-0.804995,0.8,0,0
2,-0.642829,0.8,0.2,-0.459336
2,-0.595292,0.8,0.4,-0.331487
2,-0.574393,0.8,0.6,0
2,-0.540691,0.8,0.8,0
2,-0.483979,0.8,1,0
2,-0.436759,1,-1,-0.774424
2,-0.789631,1,-0.8,0
2,-0.956972,1,-0.6,0
2,-0.809804,1,-0.4,-0.978145
2,-0.727165,1,-0.2,-0.819499
2,-0.668735,1,0,-0.672443
2,-0.641673,1,0.2,-0.45988
2,-0.618211,1,0.4,0
2,-0.588663,1,0.6,0.642439
2,0,1,0.8,0.762007
2,0,1,1,0.561648
2,0,0,-1,-0.542061
2,-0.54447,0,-0.8,-0.827085
2,-0.522154,0,-0.6,-0.730341
2,-0.510463,0,-0.4,-0.641209
2,-0.506609,0,-0.2,-0.57642
2,-0.502248,0,0,-0.500277
2,-0.495479,0,0.2,0
2,-0.498708,0,0.4,0
2,-0.494141,0,0.6,0
2,-0.489836,0,0.8,0
2,-0.471664,0,1,0.672703
2,-0.455368,0.2,-1,-0.970974
2,-0.616488,0.2,-0.8,-0.942184
2,-0.570347,0.2,-0.6,-0.826055
2,-0.544326,0.2,-0.4,-0.726088
2,-0.53143,0.2,-0.2,-0.644799
2,-0.518874,0.2,0,-0.52221
2,-0.498779,0.2,0.2,0
2,-0.463676,0.2,0.4,0
2,-0.454186,0.2,0.6,0
2,-0.448844,0.2,0.8,0
2,-0.438101,0.2,1,0
2,-0.423093,0.4,-1,-0.783787
2,-0.613457,0.4,-0.8,-0.891318
2,-0.593817,0.4,-0.6,-0.817305
2,-0.744785,0.4,-0.4,-0.985658
2,-0.587689,0.4,-0.2,-0.718232
2,-0.524804,0.4,0,-0.529736
2,-0.501601,0.4,0.2,-0.382274
2,-0.477969,0.4,0.4,0
2,-0.454923,0.4,0.6,0
2,-0.440316,0.4,0.8,0
2,0,0.4,1,0
2,0,0.6,-1,-0.926448
2,-0.816792,0.6,-0.8,-0.989489
2,-0.658176,0.6,-0.6,-0.921158
2,-0.58793,0.6,-0.4,-0.775361
2,-0.556706,0.6,-0.2,-0.66003
2,-0.524097,0.6,0,-0.530986
2,-0.499302,0.6,0.2,-0.406649
2,-0.468234,0.6,0.4,0
2,0,0.6,0.6,0.655034
2,0,0.6,0.8,0.446569
2,0,0.6,1,0
2,0,0.8,-1,-0.733344
2,-0.684831,0.8,-0.8,-0.943266
2,-0.632686,0.8,-0.6,-0.868762
2,-0.594655,0.8,-0.4,-0.790024
2,-0.566001,0.8,-0.2,-0.671169
2,-0.671098,0.8,0,0
2,-0.505662,0.8,0.2,-0.280546
2,-0.443724,0.8,0.4,0
2,-0.410975,0.8,0.6,0
2,0,0.8,0.8,0
2,0,0.8,1,0
2,0,1,-1,-0.695654
2,-0.685209,1,-0.8,-0.959466
2,-0.997453,1,-0.6,0
2,-0.71567,1,-0.4,-0.972989
2,-0.629895,1,-0.2,-0.767508
2,-0.554601,1,0,-0.565749
2,-0.498191,1,0.2,-0.376397
2,-0.457585,1,0.4,0
2,-0.427876,1,0.6,0
2,0,1,0.8,0.998901
2,0,1,1,0.997496
2,0,0,-1,0
2,0,0,-0.8,-0.743955
2,0,0,-0.6,-0.652566
2,0,0,-0.4,-0.571787
2,0,0,-0.2,-0.609733
2,0,0,0,0
2,0,0,0.2,0
2,0,0,0.4,0
2,0,0,0.6,0
2,0,0,0.8,0
2,0,0,1,0
2,0,0.2,-1,-0.659203
2,-0.599885,0.2,-0.8,-0.999131
2,-0.477808,0.2,-0.6,-0.852281
2,0,0.2,-0.4,-0.61231
2,0,0.2,-0.2,-0.466906
2,0,0.2,0,0
2,0,0.2,0.2,0
2,0,0.2,0.4,0
2,0,0.2,0.6,0
2,0,0.2,0.8,0.627481
2,0,0.2,1,0.503927
2,0,0.4,-1,-0.70333
2,-0.481935,0.4,-0.8,-0.876895
2,-0.474305,0.4,-0.6,-0.785389
2,-0.426448,0.4,-0.4,-0.627585
2,0,0.4,-0.2,-0.491572
2,0,0.4,0,-0.368843
2,0,0.4,0.2,0
2,0,0.4,0.4,0
2,0,0.4,0.6,0
2,0,0.4,0.8,0
2,0,0.4,1,0
2,0,0.6,-1,-0.588086
2,-0.496236,0.6,-0.8,-0.870627
2,-0.489583,0.6,-0.6,0
2,-0.64007,0.6,-0.4,-0.924968
2,-0.452102,0.6,-0.2,-0.603757
2,0,0.6,0,-0.387737
2,0,0.6,0.2,0
2,0,0.6,0.4,0
2,0,0.6,0.6,0
2,0,0.6,0.8,0
2,0,0.6,1,0.996716
2,0,0.8,-1,-0.843874
2,-0.806076,0.8,-0.8,-0.971997
2,-0.563891,0.8,-0.6,-0.887471
2,-0.478405,0.8,-0.4,-0.699861
2,0,0.8,-0.2,-0.506355
2,0,0.8,0,-0.375073
2,0,0.8,0.2,0
2,0,0.8,0.4,0
2,0,0.8,0.6,0
2,0,0.8,0.8,0
2,0,0.8,1,0.615471
2,0,1,-1,-0.61783
2,-0.637094,1,-0.8,-0.976872
2,-0.573992,1,-0.6,-0.893696
2,-0.891512,1,-0.4,0
2,-0.538004,1,-0.2,-0.748338
2,0,1,0,-0.414253
2,0,1,0.2,0
2,0,1,0.4,0
2,0,1,0.6,0
2,0,1,0.8,0
2,0,1,1,0.818587
2,0.655557,0,-1,0
2,0,0,-0.8,-0.619722
2,0,0,-0.6,-0.569656
2,0,0,-0.4,-0.395387
2,0,0,-0.2,0
2,0,0,0,0
2,0,0,0.2,0
2,0,0,0.4,0
2,0,0,0.6,0
2,0,0,0.8,0
2,0,0,1,0
2,0,0.2,-1,-0.818336
2,0,0.2,-0.8,-0.587307
2,0,0.2,-0.6,-0.478996
2,0,0.2,-0.4,-0.778194
2,0,0.2,-0.2,-0.403523
2,0,0.2,0,0
2,0,0.2,0.2,0
2,0,0.2,0.4,0
2,0,0.2,0.6,0
2,0,0.2,0.8,0
2,0,0.2,1,0.921316
2,0,0.4,-1,-0.677639
2,0,0.4,-0.8,-0.774099
2,0,0.4,-0.6,-0.580723
2,0,0.4,-0.4,-0.448575
2,0,0.4,-0.2,0
2,0,0.4,0,0
2,0,0.4,0.2,0
2,0,0.4,0.4,0.508315
2,0,0.4,0.6,0.402989
2,0,0.4,0.8,0
2,0,0.4,1,0
2,0,0.6,-1,-0.854529
2,0,0.6,-0.8,-0.711895
2,0,0.6,-0.6,-0.81704
2,0,0.6,-0.4,-0.855754
2,-0.398997,0.6,-0.2,-0.652617
2,0,0.6,0,0
2,0,0.6,0.2,0
2,0,0.6,0.4,0
2,0,0.6,0.6,0
2,0,0.6,0.8,0.393165
2,0,0.6,1,0.491421
2,0.617355,0.8,-1,-0.670895
2,-0.661785,0.8,-0.8,-0.999221
2,-0.411874,0.8,-0.6,-0.761603
2,0,0.8,-0.4,-0.569771
2,0,0.8,-0.2,-0.374911
2,0,0.8,0,0
2,0,0.8,0.2,0
2,0,0.8,0.4,0.74172
2,0,0.8,0.6,0.849894
2,0,0.8,0.8,0.679776
2,0,0.8,1,0.585965
2,0,1,-1,-0.854443
2,0,1,-0.8,-0.984189
2,0,1,-0.6,-0.731792
2,0,1,-0.4,0
2,-0.577549,1,-0.2,-0.815919
2,0,1,0,0
2,0,1,0.2,0
2,0,1,0.4,0
2,0,1,0.6,0
2,0,1,0.8,0.763467
2,0,1,1,0.91279
2,0.901396,0,-1,0.225312
2,0,0,-0.8,-0.618428
2,0,0,-0.6,0
2,0,0,-0.4,0
2,0,0,-0.2,0
2,0,0,0,0
2,0,0,0.2,0
2,0,0,0.4,0.508923
2,0,0,0.6,0.488087
2,0,0,0.8,0.428617
2,0,0,1,0.409272
2,0,0.2,-1,-0.52524
2,0,0.2,-0.8,-0.493911
2,0,0.2,-0.6,-0.584675
2,0,0.2,-0.4,-0.579761
2,0,0.2,-0.2,0
2,0,0.2,0,0
2,0,0.2,0.2,0
2,0,0.2,0.4,0
2,0,0.2,0.6,0.517873
2,0,0.2,0.8,0.675472
2,0,0.2,1,0.521947
2,0,0.4,-1,-0.744372
2,0,0.4,-0.8,-0.842861
2,0,0.4,-0.6,-0.508687
2,0,0.4,-0.4,0
2,0,0.4,-0.2,0
2,0,0.4,0,0
2,0,0.4,0.2,0
2,0,0.4,0.4,0
2,0,0.4,0.6,0.843765
2,0,0.4,0.8,0.806623
2,0,0.4,1,0.708202
2,0,0.6,-1,0
2,0,0.6,-0.8,-0.55675
2,0,0.6,-0.6,-0.426393
2,0,0.6,-0.4,-0.494831
2,0,0.6,-0.2,-0.420591
2,0,0.6,0,0
2,0,0.6,0.2,0
2,0,0.6,0.4,0
2,0,0.6,0.6,0.415521
2,0,0.6,0.8,0.510394
2,0,0.6,1,0.597213
2,0,0.8,-1,-0.775832
2,0,0.8,-0.8,-0.948404
2,-0.505277,0.8,-0.6,-0.969607
2,0,0.8,-0.4,-0.543176
2,0,0.8,-0.2,0
2,0,0.8,0,0
2,0,0.8,0.2,0
2,0,0.8,0.4,0.386588
2,0,0.8,0.6,0.447599
2,0.784455,0.8,0.8,0
2,0.4048,0.8,1,0.994396
2,0,1,-1,0
2,0,1,-0.8,-0.731415
2,0,1,-0.6,-0.789635
2,0,1,-0.4,0
2,0,1,-0.2,0
2,0,1,0,0
2,0,1,0.2,0
2,0,1,0.4,0
2,0,1,0.6,0.711834
2,0,1,0.8,0.872508
2,0,1,1,0.975088
2,0.411844,0,-1,0
2,0,0,-0.8,-0.58209
2,0,0,-0.6,0
2,0,0,-0.4,0
2,0,0,-0.2,0
2,0,0,0,0
2,0,0,0.2,0
2,0,0,0.4,0.47993
2,0,0,0.6,0.867962
2,0,0,0.8,0.776377
2,0,0,1,0.723284
2,0,0.2,-1,0
2,0,0.2,-0.8,0
2,0,0.2,-0.6,0
2,0,0.2,-0.4,0
2,0,0.2,-0.2,0
2,0,0.2,0,0
2,0,0.2,0.2,0
2,0,0.2,0.4,0.389109
2,0,0.2,0.6,0.459014
2,0,0.2,0.8,0.787413
2,0,0.2,1,0.869861
2,0,0.4,-1,-0.985098
2,0,0.4,-0.8,-0.915069
2,0,0.4,-0.6,-0.470149
2,0,0.4,-0.4,0
2,0,0.4,-0.2,0
2,0,0.4,0,0
2,0,0.4,0.2,0
2,0,0.4,0.4,0.583193
2,0.528849,0.4,0.6,0
2,0,0.4,0.8,0.950934
2,0.398434,0.4,1,0.944697
2,0,0.6,-1,0
2,0,0.6,-0.8,-0.447292
2,0,0.6,-0.6,0
2,0,0.6,-0.4,-0.823708
2,0,0.6,-0.2,0
2,0,0.6,0,0
2,0,0.6,0.2,0
2,0,0.6,0.4,0.563652
2,0,0.6,0.6,0.77186
2,0,0.6,0.8,0.660789
2,0.75785,0.6,1,0
2,0.598649,0.8,-1,0
2,0,0.8,-0.8,-0.791848
2,0,0.8,-0.6,-0.419874
2,0,0.8,-0.4,0
2,0,0.8,-0.2,0
2,0,0.8,0,0
2,0,0.8,0.2,0.556851
2,0,0.8,0.4,0.731039
2,0,0.8,0.6,0.691821
2,0,0.8,0.8,0.718505
2,0,0.8,1,0.808823
2,0.403108,1,-1,0
2,0,1,-0.8,-0.565816
2,0,1,-0.6,0
2,0,1,-0.4,-0.912883
2,0,1,-0.2,-0.430329
2,0,1,0,0
2,0,1,0.2,0
2,0,1,0.4,0.528713
2,0,1,0.6,0.653159
2,0,1,0.8,0.772187
2,0,1,1,0.871007
2,0.596519,0,-1,-0.566558
2,0,0,-0.8,0
2,0,0,-0.6,0
2,0,0,-0.4,0
2,0,0,-0.2,0
2,0,0,0,0
2,0,0,0.2,0.505791
2,0,0,0.4,0.486464
2,0,0,0.6,0.787573
2,0,0,0.8,0.747477
2,0,0,1,0.762766
2,0,0.2,-1,0
2,0,0.2,-0.8,0
2,0,0.2,-0.6,0
2,0,0.2,-0.4,0
2,0,0.2,-0.2,0
2,0,0.2,0,0.323697
2,0,0.2,0.2,0.560596
2,0,0.2,0.4,0.638216
2,0,0.2,0.6,0.661773
2,0,0.2,0.8,0.72271
2,0,0.2,1,0.759707
2,0.42272,0.4,-1,0
2,0,0.4,-0.8,-0.899798
2,0,0.4,-0.6,-0.605238
2,0,0.4,-0.4,0
2,0,0.4,-0.2,0
2,0,0.4,0,0
2,0,0.4,0.2,0.431926
2,0,0.4,0.4,0.540879
2,0,0.4,0.6,0.799171
2,0.605311,0.4,0.8,0.999108
2,0.522297,0.4,1,0.940419
2,0.502241,0.6,-1,0
2,0,0.6,-0.8,0
2,0,0.6,-0.6,0
2,0,0.6,-0.4,0
2,0,0.6,-0.2,0
2,0,0.6,0,0
2,0,0.6,0.2,0.774275
2,0.500995,0.6,0.4,0.881647
2,0.482968,0.6,0.6,0.837681
2,0.465184,0.6,0.8,0.837385
2,0.480108,0.6,1,0.826589
2,0.493457,0.8,-1,0
2,0,0.8,-0.8,-0.686004
2,-0.450866,0.8,-0.6,-0.991575
2,0,0.8,-0.4,-0.440209
2,0,0.8,-0.2,0
2,0,0.8,0,0
2,0,0.8,0.2,0.545977
2,0,0.8,0.4,0.554888
2,0.405469,0.8,0.6,0.680614
2,0.456523,0.8,0.8,0.816034
2,0.958807,0.8,1,0
2,0.753169,1,-1,0
2,0,1,-0.8,-0.514964
2,0,1,-0.6,0
2,0,1,-0.4,0
2,0,1,-0.2,0
2,0,1,0,0
2,0,1,0.2,0.723103
2,0.474899,1,0.4,0.846843
2,0.494118,1,0.6,0.857425
2,0.494867,1,0.8,0.860191
2,0.508273,1,1,0.881663
2,0.686881,0,-1,0
2,0.46238,0,-0.8,0
2,0.470246,0,-0.6,0
2,0.47496,0,-0.4,0
2,0.492462,0,-0.2,0.359339
2,0.49529,0,0,0.494903
2,0.499588,0,0.2,0.567232
2,0.501121,0,0.4,0.739229
2,0.508192,0,0.6,0.834448
2,0.511741,0,0.8,0.915697
2,0.522839,0,1,0.984733
2,0.550617,0.2,-1,0
2,0,0.2,-0.8,0
2,0.435442,0.2,-0.6,0
2,0.462425,0.2,-0.4,0
2,0.476818,0.2,-0.2,0
2,0.487971,0.2,0,0.48568
2,0.499425,0.2,0.2,0.572083
2,0.54672,0.2,0.4,0.864159
2,0.550907,0.2,0.6,0.859593
2,0.546636,0.2,0.8,0.870094
2,0.558765,0.2,1,0.922229
2,0.583928,0.4,-1,0
2,0,0.4,-0.8,0
2,0.415588,0.4,-0.6,0
2,0.443809,0.4,-0.4,-0.584268
2,0,0.4,-0.2,0
2,0.462936,0.4,0,0.456183
2,0.498261,0.4,0.2,0.591045
2,0.519885,0.4,0.4,0.673321
2,0.537605,0.4,0.6,0.91436
2,0.555267,0.4,0.8,0.983654
2,0.586799,0.4,1,0.787532
2,0.774899,0.6,-1,0
2,0,0.6,-0.8,-0.432965
2,0,0.6,-0.6,0
2,0,0.6,-0.4,0
2,0.444346,0.6,-0.2,0
2,0.47145,0.6,0,0.46501
2,0.497881,0.6,0.2,0.582793
2,0.523541,0.6,0.4,0
2,0.712634,0.6,0.6,0.992488
2,0.678721,0.6,0.8,0.990229
2,0.671227,0.6,1,0.978943
2,0.661924,0.8,-1,0
2,0,0.8,-0.8,0
2,0,0.8,-0.6,0
2,0,0.8,-0.4,-0.479462
2,0,0.8,-0.2,0
2,0.432902,0.8,0,0.419252
2,0.499368,0.8,0.2,0.598905
2,0.544967,0.8,0.4,0.752809
2,0.566541,0.8,0.6,0.823008
2,0.608332,0.8,0.8,0.907149
2,0.636337,0.8,1,0.934348
2,0.677299,1,-1,-0.936989
2,0,1,-0.8,-0.991383
2,0,1,-0.6,0
2,0,1,-0.4,0
2,0.42661,1,-0.2,0
2,0.471986,1,0,0.465185
2,0.499829,1,0.2,0.710929
2,0.534099,1,0.4,0.720958
2,0.8119,1,0.6,0
2,0.646795,1,0.8,0.998521
2,0.713284,1,1,0.998192
2,0.824676,0,-1,0.525253
2,0.601189,0,-0.8,0
2,0.616834,0,-0.6,0.414631
2,0.626129,0,-0.4,0.331824
2,0.63631,0,-0.2,0.336151
2,0.63815,0,0,0.635347
2,0.638845,0,0.2,0.727796
2,0.644435,0,0.4,0.773106
2,0.649284,0,0.6,0.811538
2,0.656651,0,0.8,0.958035
2,0.663764,0,1,0.989811
2,0.673337,0.2,-1,0
2,0.396098,0.2,-0.8,-0.500964
2,0.539856,0.2,-0.6,0
2,0.601464,0.2,-0.4,0.425248
2,0.621798,0.2,-0.2,0.520162
2,0.628258,0.2,0,0.626007
2,0.641418,0.2,0.2,0.701721
2,0.654673,0.2,0.4,0.775549
2,0.662576,0.2,0.6,0.840316
2,0.676161,0.2,0.8,0.946167
2,0.771099,0.2,1,0.976802
2,0.748749,0.4,-1,0
2,0.500341,0.4,-0.8,0
2,0.555848,0.4,-0.6,0
2,0.579445,0.4,-0.4,0.388943
2,0.606472,0.4,-0.2,0.505366
2,0.618858,0.4,0,0.614971
2,0.642097,0.4,0.2,0.884856
2,0.706084,0.4,0.4,0.929188
2,0.704176,0.4,0.6,0.924689
2,0.714865,0.4,0.8,0.957954
2,0.730119,0.4,1,0.979271
2,0.754357,0.6,-1,0.339915
2,0.48115,0.6,-0.8,0
2,0.550557,0.6,-0.6,0
2,0,0.6,-0.4,0
2,0.49143,0.6,-0.2,0
2,0.586697,0.6,0,0.572699
2,0.6434,0.6,0.2,0.722938
2,0.664463,0.6,0.4,0.808885
2,0.689083,0.6,0.6,0.8671
2,0.708581,0.6,0.8,0.998591
2,0.726717,0.6,1,0.6581
2,0.939044,0.8,-1,0.250115
2,0,0.8,-0.8,-0.435314
2,0.466347,0.8,-0.6,0
2,0.512951,0.8,-0.4,0
2,0.577476,0.8,-0.2,0.469226
2,0.615053,0.8,0,0.606741
2,0.641544,0.8,0.2,0.787821
2,0.782415,0.8,0.4,0
2,0.780209,0.8,0.6,0.995746
2,0.772417,0.8,0.8,0.99615
2,0.778849,0.8,1,0.996061
2,0.805242,1,-1,0.432839
2,0.423016,1,-0.8,0
2,0.4947,1,-0.6,0
2,0.521234,1,-0.4,0
2,0,1,-0.2,0
2,0.570911,1,0,0.55875
2,0.641876,1,0.2,0.737898
2,0.672249,1,0.4,0.826037
2,0.693456,1,0.6,0.897939
2,0.729154,1,0.8,0.983537
2,0.755202,1,1,0.960876
2,0.874955,0,-1,0.41032
2,0.709992,0,-0.8,0
2,0.738277,0,-0.6,0.375096
2,0.747528,0,-0.4,0.590826
2,0.755025,0,-0.2,0.697013
2,0.759796,0,0,0.759681
2,0.763544,0,0.2,0.853768
2,0.766481,0,0.4,0.922361
2,0.769444,0,0.6,0.99827
2,0.780146,0,0.8,0.9962
2,0.786449,0,1,0.982349
2,0.795572,0.2,-1,0.459292
2,0.689572,0.2,-0.8,0.336518
2,0.711448,0.2,-0.6,0.454853
2,0.729814,0.2,-0.4,0.573354
2,0.746749,0.2,-0.2,0.670321
2,0.754447,0.2,0,0.752264
2,0.76689,0.2,0.2,0.873408
2,0.780673,0.2,0.4,0.914585
2,0.791008,0.2,0.6,0.948489
2,0.795401,0.2,0.8,0.953952
2,0.803639,0.2,1,0.976365
2,0.817478,0.4,-1,0.467389
2,0.654033,0.4,-0.8,0
2,0.694205,0.4,-0.6,0
2,0.588373,0.4,-0.4,0
2,0.711823,0.4,-0.2,0.611286
2,0.749113,0.4,0,0.747549
2,0.767154,0.4,0.2,0.821746
2,0.777925,0.4,0.4,0.955561
2,0.792967,0.4,0.6,0.927635
2,0.804163,0.4,0.8,0.997247
2,0.817101,0.4,1,0.660011
2,0.953733,0.6,-1,0.210141
2,0.481584,0.6,-0.8,0
2,0.629836,0.6,-0.6,0
2,0.689388,0.6,-0.4,0.51697
2,0.728248,0.6,-0.2,0.572779
2,0.748854,0.6,0,0.745067
2,0.76705,0.6,0.2,0.863172
2,0.842584,0.6,0.4,0.974768
2,0.868693,0.6,0.6,0.998994
2,0.839973,0.6,0.8,0.991394
2,0.851128,0.6,1,0.998779
2,0.904117,0.8,-1,0.522672
2,0.5752,0.8,-0.8,0
2,0.658114,0.8,-0.6,0
2,0.681206,0.8,-0.4,0.486421
2,0.467855,0.8,-0.2,0
2,0.705293,0.8,0,0.694344
2,0.765934,0.8,0.2,0.835992
2,0.790727,0.8,0.4,0.90532
2,0.806039,0.8,0.6,0.999064
2,0.825171,0.8,0.8,0.961983
2,0.848022,0.8,1,0.533095
2,0.949823,1,-1,-0.853843
2,0,1,-0.8,-0.934698
2,0.482891,1,-0.6,0
2,0.646349,1,-0.4,0.417798
2,0.714481,1,-0.2,0.52915
2,0.744867,1,0,0.742326
2,0.763919,1,0.2,0.884767
2,0.785165,1,0.4,0
2,0.92172,1,0.6,0
2,0.932072,1,0.8,0.850134
2,0.916889,1,1,0.928362
2,0.981111,0,-1,0.804233
2,0.831382,0,-0.8,0.575897
2,0.847439,0,-0.6,0.675017
2,0.853386,0,-0.4,0.46169
2,0.856102,0,-0.2,0.761039
2,0.862197,0,0,0.861896
2,0.863637,0,0.2,0.904935
2,0.866311,0,0.4,0.94815
2,0.87037,0,0.6,0.963037
2,0.873817,0,0.8,0.977907
2,0.880247,0,1,0.969533
2,0.902183,0.2,-1,0
2,0.750228,0.2,-0.8,0
2,0.823124,0.2,-0.6,0.58322
2,0.839966,0.2,-0.4,0.728121
2,0.851054,0.2,-0.2,0.743927
2,0.858781,0.2,0,0.857519
2,0.863981,0.2,0.2,0.917131
2,0.872653,0.2,0.4,0.996073
2,0.905146,0.2,0.6,0.991952
2,0.897813,0.2,0.8,0.998721
2,0.899412,0.2,1,0.998962
2,0.906893,0.4,-1,0.65323
2,0.80047,0.4,-0.8,0
2,0.822509,0.4,-0.6,0.375603
2,0.83196,0.4,-0.4,0.556455
2,0.745322,0.4,-0.2,0.537175
2,0.836953,0.4,0,0.83246
2,0.866377,0.4,0.2,0.918443
2,0.876341,0.4,0.4,0.952465
2,0.884624,0.4,0.6,0.996217
2,0.897275,0.4,0.8,0.966904
2,0.913005,0.4,1,0.998804
2,0.923487,0.6,-1,0.673615
2,0,0.6,-0.8,-0.782551
2,0.676552,0.6,-0.6,0
2,0.797046,0.6,-0.4,0.620179
2,0.835586,0.6,-0.2,0.74653
2,0.847894,0.6,0,0.843753
2,0.865357,0.6,0.2,0.910995
2,0.878599,0.6,0.4,0.994382
2,0.892193,0.6,0.6,0
2,0.982464,0.6,0.8,0.797586
2,0.957388,0.6,1,0.887612
2,0.96303,0.8,-1,0.699407
2,0.715522,0.8,-0.8,0.326988
2,0.779557,0.8,-0.6,0
2,0.814747,0.8,-0.4,0.385131
2,0.816199,0.8,-0.2,0.72462
2,0.745744,0.8,0,0
2,0.87061,0.8,0.2,0.939646
2,0.889005,0.8,0.4,0.967377
2,0.898547,0.8,0.6,0.984602
2,0.907786,0.8,0.8,0.950221
2,0.930209,0.8,1,0.980888
2,0.962686,1,-1,0.719689
2,0.706876,1,-0.8,0
2,0,1,-0.6,-0.933046
2,0.559699,1,-0.4,0
2,0.765708,1,-0.2,0.616632
2,0.842029,1,0,0.835697
2,0.864975,1,0.2,0.920217
2,0.886728,1,0.4,0.969647
2,0.900983,1,0.6,0.981405
2,0.914591,1,0.8,0.369128
2,0.967426,1,1,0.368836
2,0.999338,0,-1,0.882059
2,0.917977,0,-0.8,0.72352
2,0.925019,0,-0.6,0.761436
2,0.930863,0,-0.4,0.855607
