@relation FuncionCuadratica

@attribute controlVar0 numeric
@attribute controlVar1 numeric
@attribute controlVar2 numeric
@attribute varObjetivo numeric

@data
-14.75,-0.25,11,2.581088
-14.75,-0.25,11.5,2.474753
-14.75,-0.25,12,3.664253
-14.75,-0.25,12.5,5.502742
-14.75,-0.25,13,3.091505
-14.75,-0.25,13.5,2.54147
-14.75,-0.25,14,3.192128
-14.75,-0.25,14.5,3.776868
-14.75,-0.25,15,3.216024
-14.75,0,5,1.650242
-14.75,0,5.5,1.642595
-14.75,0,6,1.925133
-14.75,0,6.5,2.254152
-14.75,0,7,2.717753
-14.75,0,7.5,1.867136
-14.75,0,8,2.495252
-14.75,0,8.5,2.905158
-14.75,0,9,2.455341
-14.75,0,9.5,3.190449
-14.75,0,10,2.795571
-14.75,0,10.5,2.35812
-14.75,0,11,2.513947
-14.75,0,11.5,2.492677
-14.75,0,12,2.555802
-14.75,0,12.5,3.022374
-14.75,0,13,2.58242
-14.75,0,13.5,2.784593
-14.75,0,14,2.852285
-14.75,0,14.5,3.423357
-14.75,0,15,2.928441
-14.75,0.25,5,1.502135
-14.75,0.25,5.5,1.957298
-14.75,0.25,6,3.001975
-14.75,0.25,6.5,1.978529
-14.75,0.25,7,1.94478
-14.75,0.25,7.5,2.00803
-14.75,0.25,8,2.301464
-14.75,0.25,8.5,2.262682
-14.75,0.25,9,3.478001
-14.75,0.25,9.5,2.301002
-14.75,0.25,10,3.78545
-14.75,0.25,10.5,2.522394
-14.75,0.25,11,3.512944
-14.75,0.25,11.5,2.646405
-14.75,0.25,12,3.363168
-14.75,0.25,12.5,2.540594
-14.75,0.25,13,2.839355
-14.75,0.25,13.5,2.590813
-14.75,0.25,14,2.886096
-14.75,0.25,14.5,3.037758
-14.75,0.25,15,3.022899
-14.75,0.5,5,3.146323
-14.75,0.5,5.5,1.601955
-14.75,0.5,6,1.640609
-14.75,0.5,6.5,3.166445
-14.75,0.5,7,2.342059
-14.75,0.5,7.5,2.398578
-14.75,0.5,8,2.891917
-14.75,0.5,8.5,1.970631
-14.75,0.5,9,2.07121
-14.75,0.5,9.5,2.582175
-14.75,0.5,10,2.688536
-14.75,0.5,10.5,3.621613
-14.75,0.5,11,2.895325
-14.75,0.5,11.5,2.432359
-14.75,0.5,12,2.711809
-14.75,0.5,12.5,2.70641
-14.75,0.5,13,4.382729
-14.75,0.5,13.5,2.607002
-14.75,0.5,14,2.718298
-14.75,0.5,14.5,3.145035
-14.75,0.5,15,4.748308
-14.75,0.75,5,1.803308
-14.75,0.75,5.5,2.24246
-14.75,0.75,6,1.846622
-14.75,0.75,6.5,1.989616
-14.75,0.75,7,1.730354
-14.75,0.75,7.5,1.877467
-14.75,0.75,8,2.029175
-14.75,0.75,8.5,2.392444
-14.75,0.75,9,2.636439
-14.75,0.75,9.5,2.384478
-14.75,0.75,10,2.081197
-14.75,0.75,10.5,2.284487
-14.75,0.75,11,2.383721
-14.75,0.75,11.5,3.203913
-14.75,0.75,12,2.392785
-14.75,0.75,12.5,2.974272
-14.75,0.75,13,2.800258
-14.75,0.75,13.5,2.625976
-14.75,0.75,14,2.848732
-14.75,0.75,14.5,2.948735
-14.75,0.75,15,2.880235
-14.75,1,5,1.185028
-14.75,1,5.5,1.686233
-14.75,1,6,2.368969
-14.75,1,6.5,1.979238
-14.75,1,7,1.621516
-14.75,1,7.5,1.685965
-14.75,1,8,2.332512
-14.75,1,8.5,1.883016
-14.75,1,9,2.546068
-14.75,1,9.5,1.984367
-14.75,1,10,2.205188
-14.75,1,10.5,2.578068
-14.75,1,11,2.222268
-14.75,1,11.5,3.463077
-14.75,1,12,2.90595
-14.75,1,12.5,2.890149
-14.75,1,13,4.874875
-14.75,1,13.5,3.114504
-14.75,1,14,3.196403
-14.75,1,14.5,3.459609
-14.75,1,15,3.825354
-14.75,1.25,5,1.427701
-14.75,1.25,5.5,1.502933
-14.75,1.25,6,1.636342
-14.75,1.25,6.5,2.284293
-14.75,1.25,7,2.121363
-14.75,1.25,7.5,3.424741
-14.75,1.25,8,1.767504
-14.75,1.25,8.5,2.141938
-14.75,1.25,9,1.905949
-14.75,1.25,9.5,1.940743
-14.75,1.25,10,3.055884
-14.75,1.25,10.5,2.170988
-14.75,1.25,11,2.048923
-14.75,1.25,11.5,2.35391
-14.75,1.25,12,3.013052
-14.75,1.25,12.5,2.302741
-14.75,1.25,13,2.490308
-14.75,1.25,13.5,2.836801
-14.75,1.25,14,2.360677
-14.75,1.25,14.5,2.792033
-14.75,1.25,15,2.541061
-14.75,1.5,5,1.339157
-14.75,1.5,5.5,1.58259
-14.75,1.5,6,1.698668
-14.75,1.5,6.5,1.75979
-14.75,1.5,7,2.11324
-14.75,1.5,7.5,2.245265
-14.75,1.5,8,1.92119
-14.75,1.5,8.5,2.420352
-14.75,1.5,9,2.02751
-14.75,1.5,9.5,3.477637
-14.75,1.5,10,2.562751
-14.75,1.5,10.5,2.390894
-14.75,1.5,11,2.067882
-14.75,1.5,11.5,2.269982
-14.75,1.5,12,2.248504
-14.75,1.5,12.5,2.901313
-14.75,1.5,13,2.970123
-14.75,1.5,13.5,4.734024
-14.75,1.5,14,2.471081
-14.75,1.5,14.5,2.884721
-14.75,1.5,15,3.27343
-14.75,1.75,5,1.454595
-14.75,1.75,5.5,1.427277
-14.75,1.75,6,1.387393
-14.75,1.75,6.5,1.562066
-14.75,1.75,7,2.144575
-14.75,1.75,7.5,1.972604
-14.75,1.75,8,4.352885
-14.75,1.75,8.5,1.696035
-14.75,1.75,9,2.235379
-14.75,1.75,9.5,2.100393
-14.75,1.75,10,1.948952
-14.75,1.75,10.5,2.257087
-14.75,1.75,11,2.097179
-14.75,1.75,11.5,2.738979
-14.75,1.75,12,3.026585
-14.75,1.75,12.5,3.669472
-14.75,1.75,13,2.289684
-14.75,1.75,13.5,2.707033
-14.75,1.75,14,3.889479
-14.75,1.75,14.5,3.64188
-14.75,1.75,15,2.39629
-14.75,2,5,1.045824
-14.75,2,5.5,1.209925
-14.75,2,6,2.224703
-14.75,2,6.5,4.487272
-14.75,2,7,1.622562
-14.75,2,7.5,2.871134
-14.75,2,8,2.332478
-14.75,2,8.5,1.752188
-14.75,2,9,2.79182
-14.75,2,9.5,2.101203
-14.75,2,10,3.303862
-14.75,2,10.5,2.055943
-14.75,2,11,1.986742
-14.75,2,11.5,2.05791
-14.75,2,12,2.595011
-14.75,2,12.5,2.71107
-14.75,2,13,2.383073
-14.75,2,13.5,2.562455
-14.75,2,14,2.903442
-14.75,2,14.5,2.399784
-14.75,2,15,2.490183
-14.75,2.25,5,2.537489
-14.75,2.25,5.5,1.721506
-14.75,2.25,6,1.78263
-14.75,2.25,6.5,1.272568
-14.75,2.25,7,2.222394
-14.75,2.25,7.5,1.480637
-14.75,2.25,8,1.683532
-14.75,2.25,8.5,3.998773
-14.75,2.25,9,2.062898
-14.75,2.25,9.5,1.807268
-14.75,2.25,10,2.191637
-14.75,2.25,10.5,2.284624
-14.75,2.25,11,3.189219
-14.75,2.25,11.5,3.247262
-14.75,2.25,12,4.93011
-14.75,2.25,12.5,5.778389
-14.75,2.25,13,2.725757
-14.75,2.25,13.5,2.636068
-14.75,2.25,14,4.802768
-14.75,2.25,14.5,2.508297
-14.75,2.25,15,2.796796
-14.75,2.5,5,1.333891
-14.75,2.5,5.5,1.275795
-14.75,2.5,6,1.276309
-14.75,2.5,6.5,1.272813
-14.75,2.5,7,1.393013
-14.75,2.5,7.5,1.624595
-14.75,2.5,8,1.531686
-14.75,2.5,8.5,1.916546
-14.75,2.5,9,1.709612
-14.75,2.5,9.5,1.67286
-14.75,2.5,10,2.198663
-14.75,2.5,10.5,2.176783
-14.75,2.5,11,2.92875
-14.75,2.5,11.5,2.770169
-14.75,2.5,12,2.65221
-14.75,2.5,12.5,3.990088
-14.75,2.5,13,8.261324
-14.75,2.5,13.5,2.524831
-14.75,2.5,14,2.709494
-14.75,2.5,14.5,2.369538
-14.75,2.5,15,2.370957
-14.75,2.75,5,1.503888
-14.75,2.75,5.5,1.071953
-14.75,2.75,6,1.157037
-14.75,2.75,6.5,1.50078
-14.75,2.75,7,1.359119
-14.75,2.75,7.5,1.812561
-14.75,2.75,8,2.091143
-14.75,2.75,8.5,1.448466
-14.75,2.75,9,2.397005
-14.75,2.75,9.5,1.878348
-14.75,2.75,10,2.087924
-14.75,2.75,10.5,1.902838
-14.75,2.75,11,2.059919
-14.75,2.75,11.5,3.094527
-14.75,2.75,12,2.869578
-14.75,2.75,12.5,2.471599
-14.75,2.75,13,4.707866
-14.75,2.75,13.5,2.821014
-14.75,2.75,14,2.188814
-14.75,2.75,14.5,2.73658
-14.75,2.75,15,2.382931
-14.75,3,5,1.559625
-14.75,3,5.5,2.059488
-14.75,3,6,1.29823
-14.75,3,6.5,1.315974
-14.75,3,7,1.98043
-14.75,3,7.5,1.432786
-14.75,3,8,1.90236
-14.75,3,8.5,1.791702
-14.75,3,9,1.597596
-14.75,3,9.5,2.778905
-14.75,3,10,2.170125
-14.75,3,10.5,3.208369
-14.75,3,11,2.623455
-14.75,3,11.5,2.164299
-14.75,3,12,1.936121
-14.75,3,12.5,3.677711
-14.75,3,13,4.069354
-14.75,3,13.5,2.341762
-14.75,3,14,2.143126
-14.75,3,14.5,2.393924
-14.75,3,15,2.343092
-14.75,3.25,5,1.708887
-14.75,3.25,5.5,1.248206
-14.75,3.25,6,0.983502
-14.75,3.25,6.5,1.8183
-14.75,3.25,7,2.039215
-14.75,3.25,7.5,1.349522
-14.75,3.25,8,2.157978
-14.75,3.25,8.5,2.76769
-14.75,3.25,9,2.459312
-14.75,3.25,9.5,1.664346
-14.75,3.25,10,1.908579
-14.75,3.25,10.5,4.786043
-14.75,3.25,11,3.436213
-14.75,3.25,11.5,2.56658
-14.75,3.25,12,1.880464
-14.75,3.25,12.5,1.95784
-14.75,3.25,13,3.061749
-14.75,3.25,13.5,2.659004
-14.75,3.25,14,3.661545
-14.75,3.25,14.5,2.244
-14.75,3.25,15,2.538622
-14.75,3.5,5,1.261519
-14.75,3.5,5.5,0.789841
-14.75,3.5,6,2.223348
-14.75,3.5,6.5,1.885303
-14.75,3.5,7,2.304085
-14.75,3.5,7.5,1.31819
-14.75,3.5,8,1.438737
-14.75,3.5,8.5,2.692505
-14.75,3.5,9,2.001029
-14.75,3.5,9.5,1.814568
-14.75,3.5,10,1.813337
-14.75,3.5,10.5,1.832171
-14.75,3.5,11,2.410504
-14.75,3.5,11.5,2.447016
-14.75,3.5,12,2.37649
-14.75,3.5,12.5,4.636622
-14.75,3.5,13,1.87599
-14.75,3.5,13.5,2.616066
-14.75,3.5,14,2.690925
-14.75,3.5,14.5,3.225927
-14.75,3.5,15,3.081817
-14.75,3.75,5,0.746334
-14.75,3.75,5.5,1.469594
-14.75,3.75,6,1.521955
-14.75,3.75,6.5,1.822629
-14.75,3.75,7,1.093737
-14.75,3.75,7.5,3.221712
-14.75,3.75,8,2.428107
-14.75,3.75,8.5,1.241777
-14.75,3.75,9,1.576859
-14.75,3.75,9.5,1.693359
-14.75,3.75,10,1.692982
-14.75,3.75,10.5,2.660709
-14.75,3.75,11,2.498277
-14.75,3.75,11.5,2.127535
-14.75,3.75,12,2.017256
-14.75,3.75,12.5,1.94188
-14.75,3.75,13,2.492844
-14.75,3.75,13.5,2.641796
-14.75,3.75,14,3.513291
-14.75,3.75,14.5,2.517127
-14.75,3.75,15,2.395601
-14.75,4,5,1.41887
-14.75,4,5.5,2.100392
-14.75,4,6,1.114159
-14.75,4,6.5,1.636226
-14.75,4,7,1.813954
-14.75,4,7.5,1.499678
-14.75,4,8,3.274065
-14.75,4,8.5,1.531584
-14.75,4,9,1.803229
-14.75,4,9.5,1.628422
-14.75,4,10,1.872978
-14.75,4,10.5,1.97586
-14.75,4,11,1.914572
-14.75,4,11.5,4.75861
-14.75,4,12,1.854213
-14.75,4,12.5,2.546828
-14.75,4,13,2.188169
-14.75,4,13.5,2.387626
-14.75,4,14,4.003391
-14.75,4,14.5,3.492961
-14.75,4,15,2.704466
-14.75,4.25,5,0.719924
-14.75,4.25,5.5,2.246102
-14.75,4.25,6,1.228091
-14.75,4.25,6.5,1.6926
-14.75,4.25,7,2.288667
-14.75,4.25,7.5,1.89566
-14.75,4.25,8,1.763881
-14.75,4.25,8.5,2.020176
-14.75,4.25,9,1.626374
-14.75,4.25,9.5,1.555709
-14.75,4.25,10,2.097753
-14.75,4.25,10.5,2.323196
-14.75,4.25,11,2.185284
-14.75,4.25,11.5,2.27124
-14.75,4.25,12,2.218903
-14.75,4.25,12.5,4.486187
-14.75,4.25,13,2.06328
-14.75,4.25,13.5,1.786238
-14.75,4.25,14,1.84447
-14.75,4.25,14.5,2.800168
-14.75,4.25,15,3.849405
-14.75,4.5,5,0.8366
-14.75,4.5,5.5,0.7356
-14.75,4.5,6,1.62884
-14.75,4.5,6.5,1.300065
-14.75,4.5,7,1.418502
-14.75,4.5,7.5,1.423155
-14.75,4.5,8,2.242499
-14.75,4.5,8.5,1.61005
-14.75,4.5,9,1.89026
-14.75,4.5,9.5,2.837687
-14.75,4.5,10,1.425287
-14.75,4.5,10.5,2.241212
-14.75,4.5,11,1.91976
-14.75,4.5,11.5,4.261058
-14.75,4.5,12,1.686496
-14.75,4.5,12.5,3.062694
-14.75,4.5,13,1.85427
-14.75,4.5,13.5,1.971286
-14.75,4.5,14,2.982995
-14.75,4.5,14.5,2.059302
-14.75,4.5,15,2.136031
-14.75,4.75,5,1.306666
-14.75,4.75,5.5,0.767519
-14.75,4.75,6,1.031684
-14.75,4.75,6.5,1.888155
-14.75,4.75,7,2.968925
-14.75,4.75,7.5,1.560751
-14.75,4.75,8,2.370288
-14.75,4.75,8.5,3.181697
-14.75,4.75,9,1.19735
-14.75,4.75,9.5,2.779706
-14.75,4.75,10,1.456058
-14.75,4.75,10.5,2.386033
-14.75,4.75,11,1.994171
-14.75,4.75,11.5,2.361061
-14.75,4.75,12,2.174912
-14.75,4.75,12.5,2.312617
-14.75,4.75,13,2.080364
-14.75,4.75,13.5,2.60117
-14.75,4.75,14,2.542408
-14.75,4.75,14.5,2.48964
-14.75,4.75,15,1.813843
-14.75,5,5,0.465365
-14.75,5,5.5,0.823705
-14.75,5,6,2.009499
-14.75,5,6.5,1.557868
-14.75,5,7,1.082729
-14.75,5,7.5,1.091617
-14.75,5,8,1.491326
-14.75,5,8.5,2.514512
-14.75,5,9,1.98051
-14.75,5,9.5,2.314191
-14.75,5,10,1.739701
-14.75,5,10.5,2.264904
-14.75,5,11,1.544651
-14.75,5,11.5,2.938471
-14.75,5,12,3.22196
-14.75,5,12.5,1.616768
-14.75,5,13,2.452178
-14.75,5,13.5,1.74526
-14.75,5,14,3.41166
-14.75,5,14.5,2.151255
-14.75,5,15,2.40647
-14.5,-5,5,2.831231
-14.5,-5,5.5,2.295678
-14.5,-5,6,3.367852
-14.5,-5,6.5,2.415788
-14.5,-5,7,2.274039
-14.5,-5,7.5,2.606028
-14.5,-5,8,2.912748
-14.5,-5,8.5,2.879717
-14.5,-5,9,4.050108
-14.5,-5,9.5,3.189534
-14.5,-5,10,2.75786
-14.5,-5,10.5,3.479069
-14.5,-5,11,3.368171
-14.5,-5,11.5,3.077277
-14.5,-5,12,3.232365
-14.5,-5,12.5,3.480177
-14.5,-5,13,3.051721
-14.5,-5,13.5,5.166389
-14.5,-5,14,3.354116
-14.5,-5,14.5,3.600814
-14.5,-5,15,3.441448
-14.5,-4.75,5,2.709563
-14.5,-4.75,5.5,2.335234
-14.5,-4.75,6,2.343898
-14.5,-4.75,6.5,4.282331
-14.5,-4.75,7,3.611974
-14.5,-4.75,7.5,7.128038
-14.5,-4.75,8,2.863995
-14.5,-4.75,8.5,2.496663
-14.5,-4.75,9,2.727393
-14.5,-4.75,9.5,2.64999
-14.5,-4.75,10,3.852946
-14.5,-4.75,10.5,3.134212
-14.5,-4.75,11,2.854955
-14.5,-4.75,11.5,2.990319
-14.5,-4.75,12,3.613317
-14.5,-4.75,12.5,3.420926
-14.5,-4.75,13,4.234747
-14.5,-4.75,13.5,3.214493
-14.5,-4.75,14,4.48563
-14.5,-4.75,14.5,3.298033
-14.5,-4.75,15,4.080428
-14.5,-4.5,5,2.049332
-14.5,-4.5,5.5,2.268703
-14.5,-4.5,6,3.097638
-14.5,-4.5,6.5,7.35187
-14.5,-4.5,7,4.181624
-14.5,-4.5,7.5,2.413902
-14.5,-4.5,8,2.768458
-14.5,-4.5,8.5,3.079906
-14.5,-4.5,9,4.615466
-14.5,-4.5,9.5,3.08027
-14.5,-4.5,10,2.709453
-14.5,-4.5,10.5,3.024527
-14.5,-4.5,11,3.251397
-14.5,-4.5,11.5,3.107345
-14.5,-4.5,12,3.607004
-14.5,-4.5,12.5,3.258898
-14.5,-4.5,13,4.775456
-14.5,-4.5,13.5,3.286155
-14.5,-4.5,14,3.965399
-14.5,-4.5,14.5,3.881033
-14.5,-4.5,15,3.24163
-14.5,-4.25,5,2.426446
-14.5,-4.25,5.5,2.845284
-14.5,-4.25,6,3.410861
-14.5,-4.25,6.5,2.771099
-14.5,-4.25,7,2.339715
-14.5,-4.25,7.5,2.707076
-14.5,-4.25,8,2.628157
-14.5,-4.25,8.5,2.756701
-14.5,-4.25,9,3.615818
-14.5,-4.25,9.5,3.120901
-14.5,-4.25,10,2.941461
-14.5,-4.25,10.5,3.879636
-14.5,-4.25,11,2.866198
-14.5,-4.25,11.5,5.086226
-14.5,-4.25,12,3.251943
-14.5,-4.25,12.5,3.350322
-14.5,-4.25,13,3.657621
-14.5,-4.25,13.5,3.367776
-14.5,-4.25,14,3.312501
-14.5,-4.25,14.5,3.676857
-14.5,-4.25,15,3.346887
-14.5,-4,5,2.420094
-14.5,-4,5.5,1.903596
-14.5,-4,6,2.272074
-14.5,-4,6.5,2.268706
-14.5,-4,7,2.640244
-14.5,-4,7.5,4.607981
-14.5,-4,8,2.840894
-14.5,-4,8.5,2.863174
-14.5,-4,9,3.036115
-14.5,-4,9.5,2.588858
-14.5,-4,10,2.985291
-14.5,-4,10.5,3.166054
-14.5,-4,11,4.900428
-14.5,-4,11.5,3.035975
-14.5,-4,12,3.091158
-14.5,-4,12.5,3.401421
-14.5,-4,13,3.17595
-14.5,-4,13.5,3.024243
-14.5,-4,14,3.127617
-14.5,-4,14.5,3.91403
-14.5,-4,15,4.175753
-14.5,-3.75,5,1.82121
-14.5,-3.75,5.5,2.497274
-14.5,-3.75,6,2.039344
-14.5,-3.75,6.5,2.865735
-14.5,-3.75,7,4.064931
-14.5,-3.75,7.5,4.29511
-14.5,-3.75,8,2.630809
-14.5,-3.75,8.5,3.021276
-14.5,-3.75,9,2.765111
-14.5,-3.75,9.5,2.650082
-14.5,-3.75,10,3.032171
-14.5,-3.75,10.5,3.153779
-14.5,-3.75,11,3.588372
-14.5,-3.75,11.5,2.931494
-14.5,-3.75,12,3.27119
-14.5,-3.75,12.5,3.757353
-14.5,-3.75,13,3.415377
-14.5,-3.75,13.5,3.146218
-14.5,-3.75,14,3.71728
-14.5,-3.75,14.5,6.232756
-14.5,-3.75,15,3.450576
-14.5,-3.5,5,2.256548
-14.5,-3.5,5.5,2.401084
-14.5,-3.5,6,2.43473
-14.5,-3.5,6.5,2.752085
-14.5,-3.5,7,3.009097
-14.5,-3.5,7.5,2.660332
-14.5,-3.5,8,2.730188
-14.5,-3.5,8.5,2.736222
-14.5,-3.5,9,3.084751
-14.5,-3.5,9.5,2.974361
-14.5,-3.5,10,4.488746
-14.5,-3.5,10.5,2.619296
-14.5,-3.5,11,5.174098
-14.5,-3.5,11.5,2.998468
-14.5,-3.5,12,2.923964
-14.5,-3.5,12.5,3.202368
-14.5,-3.5,13,2.978635
-14.5,-3.5,13.5,4.998035
-14.5,-3.5,14,3.511343
-14.5,-3.5,14.5,3.047313
-14.5,-3.5,15,3.373183
-14.5,-3.25,5,1.931327
-14.5,-3.25,5.5,1.969865
-14.5,-3.25,6,2.334357
-14.5,-3.25,6.5,2.375965
-14.5,-3.25,7,2.442171
-14.5,-3.25,7.5,2.502807
-14.5,-3.25,8,2.476741
-14.5,-3.25,8.5,3.131161
-14.5,-3.25,9,3.26653
-14.5,-3.25,9.5,3.192759
-14.5,-3.25,10,2.732877
-14.5,-3.25,10.5,3.101001
-14.5,-3.25,11,2.961275
-14.5,-3.25,11.5,3.819785
-14.5,-3.25,12,3.23036
-14.5,-3.25,12.5,3.91831
-14.5,-3.25,13,3.07112
-14.5,-3.25,13.5,4.819715
-14.5,-3.25,14,3.604237
-14.5,-3.25,14.5,3.584678
-14.5,-3.25,15,4.895548
-14.5,-3,5,4.108024
-14.5,-3,5.5,2.344213
-14.5,-3,6,2.787641
-14.5,-3,6.5,2.376456
-14.5,-3,7,2.082578
-14.5,-3,7.5,2.815148
-14.5,-3,8,2.21092
-14.5,-3,8.5,4.080126
-14.5,-3,9,2.675717
-14.5,-3,9.5,2.4838
-14.5,-3,10,3.305088
-14.5,-3,10.5,2.59945
-14.5,-3,11,2.801844
-14.5,-3,11.5,4.320652
-14.5,-3,12,2.956917
-14.5,-3,12.5,3.308963
-14.5,-3,13,4.288566
-14.5,-3,13.5,2.957514
-14.5,-3,14,3.063397
-14.5,-3,14.5,4.164991
-14.5,-3,15,3.365676
-14.5,-2.75,5,2.380287
-14.5,-2.75,5.5,2.100127
-14.5,-2.75,6,2.224854
-14.5,-2.75,6.5,2.558343
-14.5,-2.75,7,2.283617
-14.5,-2.75,7.5,2.526829
-14.5,-2.75,8,2.28252
-14.5,-2.75,8.5,5.147852
-14.5,-2.75,9,2.692502
-14.5,-2.75,9.5,3.138146
-14.5,-2.75,10,3.213829
-14.5,-2.75,10.5,3.338826
-14.5,-2.75,11,2.907343
-14.5,-2.75,11.5,2.918653
-14.5,-2.75,12,3.233837
-14.5,-2.75,12.5,3.855575
-14.5,-2.75,13,3.311954
-14.5,-2.75,13.5,3.324044
-14.5,-2.75,14,3.422184
-14.5,-2.75,14.5,5.014911
-14.5,-2.75,15,3.280114
-14.5,-2.5,5,2.132995
-14.5,-2.5,5.5,2.339535
-14.5,-2.5,6,2.761237
-14.5,-2.5,6.5,2.484967
-14.5,-2.5,7,3.601524
-14.5,-2.5,7.5,2.831263
-14.5,-2.5,8,2.37253
-14.5,-2.5,8.5,2.769969
-14.5,-2.5,9,2.408017
-14.5,-2.5,9.5,2.34264
-14.5,-2.5,10,2.559144
-14.5,-2.5,10.5,3.035529
-14.5,-2.5,11,4.713259
-14.5,-2.5,11.5,4.172629
-14.5,-2.5,12,4.723456
-14.5,-2.5,12.5,3.679355
-14.5,-2.5,13,3.119398
-14.5,-2.5,13.5,4.689304
-14.5,-2.5,14,3.386095
-14.5,-2.5,14.5,3.483056
-14.5,-2.5,15,3.404933
-14.5,-2.25,5,1.744062
-14.5,-2.25,5.5,1.835429
-14.5,-2.25,6,2.091672
-14.5,-2.25,6.5,2.161465
-14.5,-2.25,7,2.633338
-14.5,-2.25,7.5,2.178793
-14.5,-2.25,8,2.167953
-14.5,-2.25,8.5,2.633047
-14.5,-2.25,9,2.631708
-14.5,-2.25,9.5,2.957533
-14.5,-2.25,10,2.423703
-14.5,-2.25,10.5,2.683478
-14.5,-2.25,11,4.595189
-14.5,-2.25,11.5,2.616838
-14.5,-2.25,12,3.102847
-14.5,-2.25,12.5,3.093894
-14.5,-2.25,13,3.034708
-14.5,-2.25,13.5,2.920397
-14.5,-2.25,14,3.722288
-14.5,-2.25,14.5,3.630575
-14.5,-2.25,15,3.025981
-14.5,-2,5,2.208435
-14.5,-2,5.5,1.851503
-14.5,-2,6,2.394341
-14.5,-2,6.5,2.42232
-14.5,-2,7,2.441508
-14.5,-2,7.5,2.222984
-14.5,-2,8,2.696172
-14.5,-2,8.5,2.701781
-14.5,-2,9,3.485058
-14.5,-2,9.5,2.80651
-14.5,-2,10,3.091872
-14.5,-2,10.5,2.481168
-14.5,-2,11,3.005373
-14.5,-2,11.5,2.903597
-14.5,-2,12,3.00809
-14.5,-2,12.5,3.217059
-14.5,-2,13,5.5713
-14.5,-2,13.5,2.91799
-14.5,-2,14,3.483821
-14.5,-2,14.5,4.004045
-14.5,-2,15,2.986373
-14.5,-1.75,5,4.266944
-14.5,-1.75,5.5,3.413606
-14.5,-1.75,6,2.590331
-14.5,-1.75,6.5,1.85493
-14.5,-1.75,7,2.457406
-14.5,-1.75,7.5,2.403714
-14.5,-1.75,8,2.660511
-14.5,-1.75,8.5,2.771724
-14.5,-1.75,9,2.307067
-14.5,-1.75,9.5,2.563731
-14.5,-1.75,10,2.928183
-14.5,-1.75,10.5,2.91678
-14.5,-1.75,11,3.288216
-14.5,-1.75,11.5,3.382198
-14.5,-1.75,12,2.81718
-14.5,-1.75,12.5,4.519351
-14.5,-1.75,13,3.223095
-14.5,-1.75,13.5,2.817733
-14.5,-1.75,14,3.00581
-14.5,-1.75,14.5,2.913129
-14.5,-1.75,15,4.5544
-14.5,-1.5,5,1.701648
-14.5,-1.5,5.5,2.070689
-14.5,-1.5,6,2.227595
-14.5,-1.5,6.5,1.880572
-14.5,-1.5,7,2.366253
-14.5,-1.5,7.5,2.558391
-14.5,-1.5,8,2.507314
-14.5,-1.5,8.5,2.365751
-14.5,-1.5,9,3.391173
-14.5,-1.5,9.5,3.462325
-14.5,-1.5,10,2.994889
-14.5,-1.5,10.5,3.2853
-14.5,-1.5,11,2.743475
-14.5,-1.5,11.5,2.719576
-14.5,-1.5,12,4.602567
-14.5,-1.5,12.5,2.959972
-14.5,-1.5,13,3.418188
-14.5,-1.5,13.5,3.188827
-14.5,-1.5,14,3.387441
-14.5,-1.5,14.5,3.248071
-14.5,-1.5,15,2.900703
-14.5,-1.25,5,2.645729
-14.5,-1.25,5.5,1.861165
-14.5,-1.25,6,4.154885
-14.5,-1.25,6.5,1.905907
-14.5,-1.25,7,2.157551
-14.5,-1.25,7.5,2.610827
-14.5,-1.25,8,2.053227
-14.5,-1.25,8.5,2.604496
-14.5,-1.25,9,2.829981
-14.5,-1.25,9.5,2.473715
-14.5,-1.25,10,2.661637
-14.5,-1.25,10.5,2.746715
-14.5,-1.25,11,2.740324
-14.5,-1.25,11.5,3.616193
-14.5,-1.25,12,3.903754
-14.5,-1.25,12.5,2.960478
-14.5,-1.25,13,2.822633
-14.5,-1.25,13.5,2.7324
-14.5,-1.25,14,3.66089
-14.5,-1.25,14.5,3.704408
-14.5,-1.25,15,3.478366
-14.5,-1,5,2.31402
-14.5,-1,5.5,2.008887
-14.5,-1,6,2.20884
-14.5,-1,6.5,2.18168
-14.5,-1,7,3.840391
-14.5,-1,7.5,3.66683
-14.5,-1,8,3.956821
-14.5,-1,8.5,2.187382
-14.5,-1,9,2.941344
-14.5,-1,9.5,2.261964
-14.5,-1,10,2.60503
-14.5,-1,10.5,2.800417
-14.5,-1,11,2.51492
-14.5,-1,11.5,2.53093
-14.5,-1,12,2.971658
-14.5,-1,12.5,2.717688
-14.5,-1,13,2.960235
-14.5,-1,13.5,2.887419
-14.5,-1,14,2.95252
-14.5,-1,14.5,3.142944
-14.5,-1,15,2.972616
-14.5,-0.75,5,1.3986
-14.5,-0.75,5.5,2.355108
-14.5,-0.75,6,2.187937
-14.5,-0.75,6.5,1.778621
-14.5,-0.75,7,2.430898
-14.5,-0.75,7.5,2.108571
-14.5,-0.75,8,3.195905
-14.5,-0.75,8.5,3.125481
-14.5,-0.75,9,2.539538
-14.5,-0.75,9.5,2.148135
-14.5,-0.75,10,2.69928
-14.5,-0.75,10.5,4.029707
-14.5,-0.75,11,2.540591
-14.5,-0.75,11.5,2.414872
-14.5,-0.75,12,2.537541
-14.5,-0.75,12.5,3.253829
-14.5,-0.75,13,4.097365
-14.5,-0.75,13.5,3.209464
-14.5,-0.75,14,2.663696
