@relation FuncionCuadratica

@attribute controlVar0 numeric
@attribute controlVar1 numeric
@attribute varObjetivo numeric
@attribute speed numeric
@attribute distance numeric

@data
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.564929,0.2,?
0,-0.9,-0.675029,0.2,?
0,-0.8,-0.684374,0.2,?
0,-0.7,-0.551162,0.2,?
0,-0.6,-0.540394,0.2,?
0,-0.5,-0.480035,0.2,?
0,-0.4,-0.562837,0.2,?
0,-0.3,-0.479477,0.2,?
0,-0.2,-0.39829,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.546476,0.2,?
0,-0.9,-0.59673,0.2,?
0,-0.8,-0.543735,0.2,?
0,-0.7,-0.563141,0.2,?
0,-0.6,-0.549252,0.2,?
0,-0.5,-0.521763,0.2,?
0,-0.4,-0.455106,0.2,?
0,-0.3,-0.409757,0.2,?
0,-0.2,-0.403236,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.466576,0.2,?
0,-0.9,-0.681169,0.2,?
0,-0.8,-0.65414,0.2,?
0,-0.7,-0.539432,0.2,?
0,-0.6,-0.543766,0.2,?
0,-0.5,-0.526127,0.2,?
0,-0.4,-0.41581,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.599998,0.2,?
0,-0.9,-0.733451,0.2,?
0,-0.8,-0.567418,0.2,?
0,-0.7,-0.509117,0.2,?
0,-0.6,-0.461561,0.2,?
0,-0.5,-0.593189,0.2,?
0,-0.4,-0.422709,0.2,?
0,-0.3,-0.406473,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.493738,0.2,?
0,-0.9,-0.623594,0.2,?
0,-0.8,-0.511089,0.2,?
0,-0.7,-0.534933,0.2,?
0,-0.6,-0.463428,0.2,?
0,-0.5,-0.423016,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.505589,0.2,?
0,-0.9,-0.523899,0.2,?
0,-0.8,-0.490867,0.2,?
0,-0.7,-0.66112,0.2,?
0,-0.6,-0.451359,0.2,?
0,-0.5,-0.462668,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0.426658,0.2,?
0,0.9,0,0.2,?
0,-1,-0.494113,0.2,?
0,-0.9,-0.51796,0.2,?
0,-0.8,-0.501181,0.2,?
0,-0.7,-0.469555,0.2,?
0,-0.6,-0.465425,0.2,?
0,-0.5,-0.502765,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.446307,0.2,?
0,-0.9,-0.63234,0.2,?
0,-0.8,-0.497122,0.2,?
0,-0.7,-0.426601,0.2,?
0,-0.6,0,0.2,?
0,-0.5,-0.427433,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,-0.782239,0.2,?
0,-0.8,-0.611823,0.2,?
0,-0.7,-0.448784,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,-0.46222,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.44034,0.2,?
0,-0.9,-0.509427,0.2,?
0,-0.8,-0.507415,0.2,?
0,-0.7,-0.503982,0.2,?
0,-0.6,-0.401326,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,-0.498128,0.2,?
0,-0.8,-0.721709,0.2,?
0,-0.7,-0.404014,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.473173,0.2,?
0,-0.9,-0.445074,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,-0.571836,0.2,?
0,-0.5,-0.416816,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,-0.469401,0.2,?
0,-0.8,-0.471482,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,-0.391317,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,-0.42664,0.2,?
0,-0.7,-0.461067,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,-0.440793,0.2,?
0,-0.8,0,0.2,?
0,-0.7,-0.515449,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,-0.428614,0.2,?
0,-0.8,-0.417401,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0.439699,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,-0.468013,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,-0.55417,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0.514356,0.2,?
0,0.9,0.459835,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0.408125,0.2,?
0,0.9,0.720115,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,-0.520377,0.2,?
0,-0.9,-0.423723,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0.424635,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0.441817,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0.408389,0.2,?
0,0.6,0.391259,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0.464367,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0,0.2,?
0,0.9,0.442031,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0.48412,0.2,?
0,0.8,0.440557,0.2,?
0,0.9,0.441594,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0,0.2,?
0,0.7,0,0.2,?
0,0.8,0.445932,0.2,?
0,0.9,0.564352,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0.465326,0.2,?
0,0.5,0,0.2,?
0,0.6,0.399119,0.2,?
0,0.7,0,0.2,?
0,0.8,0.411957,0.2,?
0,0.9,0.426414,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0.58884,0.2,?
0,0.7,0.402769,0.2,?
0,0.8,0.478634,0.2,?
0,0.9,0.468019,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0,0.2,?
0,0.6,0.407101,0.2,?
0,0.7,0.491694,0.2,?
0,0.8,0.50856,0.2,?
0,0.9,0.570468,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0.44998,0.2,?
0,0.6,0.417952,0.2,?
0,0.7,0.41629,0.2,?
0,0.8,0.498666,0.2,?
0,0.9,0.617314,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0,0.2,?
0,0.5,0.393008,0.2,?
0,0.6,0.50598,0.2,?
0,0.7,0.444058,0.2,?
0,0.8,0.55202,0.2,?
0,0.9,0.521946,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0.43344,0.2,?
0,0.4,0.408819,0.2,?
0,0.5,0.518755,0.2,?
0,0.6,0.469524,0.2,?
0,0.7,0.523319,0.2,?
0,0.8,0.535593,0.2,?
0,0.9,0.615193,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0.44693,0.2,?
0,0.5,0.434753,0.2,?
0,0.6,0.494403,0.2,?
0,0.7,0.559228,0.2,?
0,0.8,0.537003,0.2,?
0,0.9,0.754464,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0,0.2,?
0,0.4,0.409387,0.2,?
0,0.5,0.436473,0.2,?
0,0.6,0.521778,0.2,?
0,0.7,0.594984,0.2,?
0,0.8,0.552461,0.2,?
0,0.9,0.623444,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0.431646,0.2,?
0,0.4,0.43288,0.2,?
0,0.5,0.530764,0.2,?
0,0.6,0.497781,0.2,?
0,0.7,0.503188,0.2,?
0,0.8,0.529254,0.2,?
0,0.9,0.601561,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0,0.2,?
0,0.2,0,0.2,?
0,0.3,0.419738,0.2,?
0,0.4,0.442093,0.2,?
0,0.5,0.528082,0.2,?
0,0.6,0.507712,0.2,?
0,0.7,0.561197,0.2,?
0,0.8,0.561056,0.2,?
0,0.9,0.568694,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0.384513,0.2,?
0,0.2,0.392076,0.2,?
0,0.3,0.441911,0.2,?
0,0.4,0.477578,0.2,?
0,0.5,0.500243,0.2,?
0,0.6,0.507251,0.2,?
0,0.7,0.580926,0.2,?
0,0.8,0.541828,0.2,?
0,0.9,0.65274,0.2,?
0,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0.386856,0.2,?
0,0.2,0.408796,0.2,?
0,0.3,0.452334,0.2,?
0,0.4,0.503707,0.2,?
0,0.5,0.560857,0.2,?
0,0.6,0.554831,0.2,?
0,0.7,0.549648,0.2,?
0,0.8,0.570972,0.2,?
0,0.9,0.802426,0.2,?
0.436969,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0,0.2,?
0,0.1,0.409046,0.2,?
0,0.2,0.433514,0.2,?
0,0.3,0.454618,0.2,?
0,0.4,0.484967,0.2,?
0,0.5,0.66853,0.2,?
0,0.6,0.533776,0.2,?
0,0.7,0.60195,0.2,?
0,0.8,0.609404,0.2,?
0,0.9,0.625002,0.2,?
0.416078,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0.385399,0.2,?
0,0.1,0.445794,0.2,?
0,0.2,0.485737,0.2,?
0,0.3,0.484834,0.2,?
0,0.4,0.490074,0.2,?
0,0.5,0.52852,0.2,?
0,0.6,0.553092,0.2,?
0,0.7,0.662158,0.2,?
0.431549,0.8,0.729659,0.2,?
0.417757,0.9,0.662299,0.2,?
0.434981,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0,-0.3,0,0.2,?
0,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0,0,0.401711,0.2,?
0,0.1,0.434106,0.2,?
0,0.2,0.458725,0.2,?
0.420169,0.3,0.502524,0.2,?
0.418566,0.4,0.564421,0.2,?
0.417545,0.5,0.54714,0.2,?
0.419814,0.6,0.581103,0.2,?
0.424069,0.7,0.599098,0.2,?
0.423531,0.8,0.846957,0.2,?
0.455353,0.9,0.633698,0.2,?
0.454327,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0,-0.7,0,0.2,?
0,-0.6,0,0.2,?
0,-0.5,0,0.2,?
0,-0.4,0,0.2,?
0.409738,-0.3,0,0.2,?
0.415581,-0.2,0,0.2,?
0,-0.1,0,0.2,?
0.418534,0,0.420213,0.2,?
0.42148,0.1,0.451342,0.2,?
0.424906,0.2,0.49495,0.2,?
0.427002,0.3,0.508411,0.2,?
0.43109,0.4,0.634606,0.2,?
0.447849,0.5,0.552955,0.2,?
0.440426,0.6,0.611431,0.2,?
0.438526,0.7,0.607345,0.2,?
0.437968,0.8,0.623643,0.2,?
0.444497,0.9,0.638822,0.2,?
0.464238,-1,0,0.2,?
0,-0.9,0,0.2,?
0,-0.8,0,0.2,?
0.414159,-0.7,0,0.2,?
0.418573,-0.6,0,0.2,?
